response_id,respondent_id,timestamp,department,department_ja,role,role_ja,usage_frequency,usage_frequency_ja,incident_experience,vendor_id,vendor_name,performance_incident_response_speed,performance_sla_achievement,performance_problem_resolution,performance_communication_speed,performance_availability_maintenance,technical_expertise,technical_troubleshooting,technical_new_tech_adaptation,technical_documentation_quality,technical_proposal,business_process_understanding,business_impact_consideration,business_prioritization,business_stakeholder_management,business_cost_awareness,improvement_proposal_quality,improvement_proposal_frequency,improvement_proactive_attitude,improvement_innovation,improvement_long_term_perspective,comment
384,96,2025-10-27 01:23:50,it,IT部門,leader,リーダー,medium,中頻度,False,D,D社,4,1,5,5,5,1,1,5,4,3,1,1,4,1,1,4,5,2,4,3,
385,97,2025-10-30 07:12:50,it,IT部門,executive,役員,high,高頻度,False,A,A社,5,2,3,4,4,2,1,4,3,5,5,1,4,5,5,4,1,4,5,2,
386,97,2025-10-29 23:34:50,it,IT部門,executive,役員,high,高頻度,False,B,B社,1,3,4,5,1,2,1,2,4,4,2,2,4,1,5,2,4,4,5,5,
387,97,2025-11-08 08:38:50,it,IT部門,executive,役員,high,高頻度,False,C,C社,2,4,5,3,1,4,4,3,3,3,3,4,5,3,5,5,2,4,4,3,技術的な知識が豊富で、安心して任せられます。
388,97,2025-11-02 23:22:50,it,IT部門,executive,役員,high,高頻度,False,D,D社,2,2,5,4,1,5,5,4,5,4,1,2,1,4,3,3,5,5,2,3,
389,98,2025-11-03 03:52:50,hr,人事部門,leader,リーダー,high,高頻度,False,A,A社,1,1,2,1,4,3,4,1,2,3,2,3,2,2,4,3,4,3,3,5,
390,98,2025-11-21 06:12:50,hr,人事部門,leader,リーダー,high,高頻度,False,B,B社,2,2,4,5,2,3,2,5,3,4,5,5,4,5,2,1,4,3,5,5,今後も継続して利用したいと思います。
391,98,2025-11-15 03:07:50,hr,人事部門,leader,リーダー,high,高頻度,False,C,C社,1,5,1,5,5,4,3,4,3,4,4,3,2,1,2,3,1,1,2,3,
392,98,2025-11-02 09:45:50,hr,人事部門,leader,リーダー,high,高頻度,False,D,D社,5,1,3,4,4,2,5,3,4,2,1,2,2,4,2,5,2,3,5,5,
393,99,2025-11-15 02:35:50,hr,人事部門,leader,リーダー,medium,中頻度,False,A,A社,5,3,2,1,2,3,2,3,3,5,4,1,3,4,5,3,1,3,1,2,
394,99,2025-10-28 07:22:50,hr,人事部門,leader,リーダー,medium,中頻度,False,B,B社,1,4,3,1,2,2,4,3,5,1,2,4,2,2,5,2,4,1,3,3,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
395,99,2025-11-14 02:06:50,hr,人事部門,leader,リーダー,medium,中頻度,False,C,C社,5,2,1,4,4,4,3,4,5,5,3,4,3,4,5,4,4,5,5,3,もう少しコストを抑えられると助かります。
396,99,2025-11-02 01:12:50,hr,人事部門,leader,リーダー,medium,中頻度,False,D,D社,5,1,1,2,4,2,2,3,5,4,2,1,1,2,3,4,1,5,4,1,
397,100,2025-10-26 01:58:50,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,True,A,A社,5,5,5,5,2,2,3,4,4,4,3,4,1,3,3,3,4,2,1,3,全体的に満足していますが、ドキュメントの質を向上してほしいです。
398,100,2025-11-03 08:55:50,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,True,B,B社,3,1,1,5,2,2,2,3,2,5,2,5,3,2,3,3,3,5,1,1,
399,100,2025-11-20 09:06:50,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,True,C,C社,4,5,3,3,2,3,4,1,4,4,1,5,1,1,3,3,5,4,4,5,改善提案が的確で、ビジネスに貢献してくれています。
400,100,2025-11-03 06:15:50,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,True,D,D社,2,3,4,4,4,1,3,1,5,3,1,5,4,4,1,3,2,4,1,5,今後も継続して利用したいと思います。
401,101,2025-11-08 03:52:50,logistics,物流部門,staff,一般社員,high,高頻度,True,A,A社,3,4,4,3,2,5,2,2,4,4,4,3,1,4,3,2,5,2,3,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。
402,101,2025-11-06 03:40:50,logistics,物流部門,staff,一般社員,high,高頻度,True,B,B社,5,3,5,3,1,2,4,3,5,5,2,1,3,4,3,5,2,3,5,1,
403,101,2025-11-11 06:36:50,logistics,物流部門,staff,一般社員,high,高頻度,True,C,C社,1,2,3,1,4,2,5,3,1,5,2,5,4,2,3,2,4,2,1,3,技術的な知識が豊富で、安心して任せられます。
404,101,2025-10-27 08:10:50,logistics,物流部門,staff,一般社員,high,高頻度,True,D,D社,5,1,3,5,1,2,4,4,1,5,4,2,2,5,2,2,1,1,3,1,
405,102,2025-11-22 05:55:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,False,A,A社,4,5,1,3,3,1,4,4,3,2,5,5,2,2,2,2,1,2,4,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
406,102,2025-11-04 08:24:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,False,B,B社,5,5,3,1,4,4,5,3,2,2,2,3,2,1,2,4,4,2,5,5,
407,102,2025-10-25 00:22:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,False,C,C社,1,1,2,4,3,3,4,2,1,2,2,2,3,2,4,2,2,4,4,2,
408,102,2025-11-24 10:01:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,False,D,D社,4,1,1,3,2,1,5,3,5,2,2,1,2,4,1,3,4,1,5,5,
409,103,2025-11-21 08:45:50,sales,営業部門,leader,リーダー,low,低頻度,False,A,A社,5,2,2,5,2,2,5,4,4,2,5,1,1,3,5,2,2,1,1,1,全体的に満足していますが、ドキュメントの質を向上してほしいです。
410,103,2025-11-23 23:56:50,sales,営業部門,leader,リーダー,low,低頻度,False,B,B社,4,3,5,3,5,1,5,3,4,2,1,5,2,1,3,3,4,2,1,3,
411,103,2025-11-15 03:44:50,sales,営業部門,leader,リーダー,low,低頻度,False,C,C社,2,5,4,4,2,1,2,4,3,2,4,2,5,3,2,5,4,1,5,3,一部対応に遅れが見られることがあります。
412,103,2025-10-26 01:38:50,sales,営業部門,leader,リーダー,low,低頻度,False,D,D社,2,2,5,3,3,1,3,3,4,5,5,2,5,1,1,4,4,1,3,1,
413,104,2025-11-10 09:36:50,it,IT部門,executive,役員,low,低頻度,False,A,A社,5,3,4,5,2,4,2,5,1,1,3,5,2,1,3,5,1,5,3,2,
414,104,2025-11-23 03:19:50,it,IT部門,executive,役員,low,低頻度,False,B,B社,4,2,5,1,4,5,5,4,4,2,3,5,2,4,4,5,2,1,3,3,
415,104,2025-11-12 05:48:50,it,IT部門,executive,役員,low,低頻度,False,C,C社,1,5,3,5,2,3,3,2,1,5,5,4,5,2,5,4,4,3,2,1,
416,104,2025-11-20 06:13:50,it,IT部門,executive,役員,low,低頻度,False,D,D社,5,1,2,1,5,4,3,5,1,1,5,4,2,4,3,3,5,1,3,1,改善提案が的確で、ビジネスに貢献してくれています。
417,105,2025-11-09 04:34:50,logistics,物流部門,executive,役員,high,高頻度,False,A,A社,2,1,4,2,2,4,5,3,2,2,1,5,4,4,5,3,5,4,1,5,技術的な知識が豊富で、安心して任せられます。
418,105,2025-11-04 04:50:50,logistics,物流部門,executive,役員,high,高頻度,False,B,B社,2,3,1,5,3,5,3,4,3,1,3,3,5,4,3,3,1,5,2,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
419,105,2025-10-28 01:29:50,logistics,物流部門,executive,役員,high,高頻度,False,C,C社,5,4,2,5,3,4,3,5,5,1,4,4,3,3,4,4,3,4,3,2,技術的な知識が豊富で、安心して任せられます。
420,105,2025-11-07 06:26:50,logistics,物流部門,executive,役員,high,高頻度,False,D,D社,4,3,1,4,2,1,2,2,1,3,2,5,5,1,1,2,1,4,1,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。
421,106,2025-11-15 06:00:50,finance,経理財務部門,leader,リーダー,high,高頻度,False,A,A社,2,4,2,3,3,1,3,4,3,4,2,2,1,5,5,1,3,3,2,2,コミュニケーションが取りやすく、信頼できるパートナーです。
422,106,2025-11-18 07:10:50,finance,経理財務部門,leader,リーダー,high,高頻度,False,B,B社,4,2,2,1,3,2,5,5,5,3,1,4,4,2,5,2,1,5,1,1,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
423,106,2025-11-08 00:28:50,finance,経理財務部門,leader,リーダー,high,高頻度,False,C,C社,2,2,5,1,5,4,1,5,4,1,1,3,3,4,1,2,5,2,5,1,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
424,106,2025-11-02 04:15:50,finance,経理財務部門,leader,リーダー,high,高頻度,False,D,D社,2,5,4,4,4,2,1,5,3,5,3,1,2,1,5,5,4,1,1,5,一部対応に遅れが見られることがあります。
425,107,2025-11-18 06:03:50,business,業務部門,manager,マネージャー,high,高頻度,False,A,A社,3,4,4,4,5,3,1,1,3,2,4,2,1,2,2,1,2,3,2,3,
426,107,2025-11-09 23:50:50,business,業務部門,manager,マネージャー,high,高頻度,False,B,B社,2,5,2,3,1,1,5,3,3,4,4,3,1,5,1,3,4,3,3,2,
427,107,2025-11-21 07:37:50,business,業務部門,manager,マネージャー,high,高頻度,False,C,C社,1,1,3,3,5,3,1,4,4,2,5,3,4,5,4,2,5,2,2,4,コミュニケーションが取りやすく、信頼できるパートナーです。
428,107,2025-11-06 23:20:50,business,業務部門,manager,マネージャー,high,高頻度,False,D,D社,5,4,3,5,2,5,2,4,4,5,1,3,3,4,3,4,2,3,3,2,
429,108,2025-11-10 04:47:50,it,IT部門,specialist,スペシャリスト,low,低頻度,False,A,A社,5,3,1,2,4,1,5,4,3,4,2,2,1,5,3,2,3,2,3,5,
430,108,2025-11-18 06:48:50,it,IT部門,specialist,スペシャリスト,low,低頻度,False,B,B社,4,1,1,3,2,3,5,5,2,3,2,3,3,5,1,3,3,2,4,1,
431,108,2025-11-07 23:21:50,it,IT部門,specialist,スペシャリスト,low,低頻度,False,C,C社,2,1,5,4,1,5,5,3,1,1,3,1,3,2,2,2,5,2,5,5,
432,108,2025-11-02 07:16:50,it,IT部門,specialist,スペシャリスト,low,低頻度,False,D,D社,1,3,2,3,4,3,3,2,4,5,2,4,1,2,4,5,2,3,4,5,
433,109,2025-11-23 03:36:50,business,業務部門,leader,リーダー,medium,中頻度,False,A,A社,4,1,1,1,3,5,3,4,2,1,4,2,3,4,3,5,4,2,2,5,
434,109,2025-11-22 06:15:50,business,業務部門,leader,リーダー,medium,中頻度,False,B,B社,3,4,1,2,5,5,3,3,4,1,4,3,4,1,3,2,5,3,4,4,もう少しコストを抑えられると助かります。
435,109,2025-10-25 09:46:50,business,業務部門,leader,リーダー,medium,中頻度,False,C,C社,4,5,2,5,2,1,4,3,3,2,1,5,1,4,2,5,3,5,3,4,コミュニケーションが取りやすく、信頼できるパートナーです。
436,109,2025-11-19 02:53:50,business,業務部門,leader,リーダー,medium,中頻度,False,D,D社,4,1,5,1,1,2,2,1,2,5,3,4,4,3,5,4,5,2,2,2,
437,110,2025-10-30 03:43:50,finance,経理財務部門,executive,役員,high,高頻度,True,A,A社,2,4,1,1,3,5,5,4,5,1,2,2,4,5,1,1,4,3,4,1,
438,110,2025-10-25 07:34:50,finance,経理財務部門,executive,役員,high,高頻度,True,B,B社,3,2,5,2,5,5,5,5,1,3,1,5,3,1,2,2,1,3,1,5,
439,110,2025-10-27 03:01:50,finance,経理財務部門,executive,役員,high,高頻度,True,C,C社,4,4,4,5,3,1,3,3,1,4,5,5,3,2,2,4,1,3,5,3,改善提案が的確で、ビジネスに貢献してくれています。
440,110,2025-11-23 00:37:50,finance,経理財務部門,executive,役員,high,高頻度,True,D,D社,1,5,5,4,5,2,5,3,4,5,5,3,1,3,2,4,4,1,1,2,
441,111,2025-11-24 00:49:50,hr,人事部門,executive,役員,high,高頻度,False,A,A社,1,4,3,5,4,4,5,2,1,2,2,2,2,3,2,4,2,1,2,2,
442,111,2025-11-20 01:39:50,hr,人事部門,executive,役員,high,高頻度,False,B,B社,5,3,3,3,3,4,1,1,5,5,2,3,1,5,5,3,5,2,4,5,
443,111,2025-11-23 03:40:50,hr,人事部門,executive,役員,high,高頻度,False,C,C社,3,5,5,1,3,2,5,3,2,2,2,1,4,2,4,2,4,5,3,2,コミュニケーションが取りやすく、信頼できるパートナーです。
444,111,2025-11-16 03:34:50,hr,人事部門,executive,役員,high,高頻度,False,D,D社,3,2,3,3,3,3,4,3,2,4,4,5,3,1,2,2,1,2,4,5,
445,112,2025-11-20 06:38:50,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True,A,A社,5,3,4,4,4,1,3,5,3,3,2,1,4,2,2,2,3,4,2,2,
446,112,2025-11-01 06:43:50,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True,B,B社,4,4,2,3,1,2,2,5,2,1,5,3,5,5,1,1,4,4,2,1,一部対応に遅れが見られることがあります。
447,112,2025-10-29 05:20:50,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True,C,C社,3,5,3,5,5,4,2,2,4,5,2,4,5,3,3,4,4,5,2,2,
448,112,2025-11-23 08:40:50,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True,D,D社,1,2,3,3,3,5,1,2,5,2,3,5,4,5,5,2,4,5,2,2,一部対応に遅れが見られることがあります。
449,113,2025-11-17 02:03:50,business,業務部門,staff,一般社員,low,低頻度,False,A,A社,1,3,5,4,4,4,2,2,3,4,5,4,2,4,2,5,1,5,4,3,
450,113,2025-10-27 03:57:50,business,業務部門,staff,一般社員,low,低頻度,False,B,B社,2,2,4,4,1,5,2,5,4,1,3,2,2,3,4,3,1,1,1,1,
451,113,2025-11-19 05:29:50,business,業務部門,staff,一般社員,low,低頻度,False,C,C社,3,4,2,4,5,1,3,5,4,4,5,5,1,5,4,1,4,1,3,1,
452,113,2025-11-23 07:25:50,business,業務部門,staff,一般社員,low,低頻度,False,D,D社,4,2,5,5,4,5,3,1,4,3,1,1,1,1,4,3,4,4,3,1,改善提案が的確で、ビジネスに貢献してくれています。
453,114,2025-11-19 23:26:50,it,IT部門,leader,リーダー,medium,中頻度,False,A,A社,5,1,5,4,5,2,4,4,1,1,5,4,1,1,1,4,2,5,5,2,
454,114,2025-11-17 04:01:50,it,IT部門,leader,リーダー,medium,中頻度,False,B,B社,5,3,4,1,3,5,1,4,4,1,5,2,3,1,4,5,3,3,2,4,
455,114,2025-11-12 08:50:50,it,IT部門,leader,リーダー,medium,中頻度,False,C,C社,4,2,2,4,1,3,2,1,1,1,3,5,2,4,1,4,5,4,2,2,コミュニケーションが取りやすく、信頼できるパートナーです。
456,114,2025-11-09 01:36:50,it,IT部門,leader,リーダー,medium,中頻度,False,D,D社,2,4,4,3,4,2,4,4,2,2,3,2,4,2,5,2,5,5,2,5,もう少しコストを抑えられると助かります。
457,115,2025-11-11 06:30:50,sales,営業部門,leader,リーダー,low,低頻度,True,A,A社,5,4,2,3,1,1,1,5,1,1,5,1,5,1,4,3,5,3,1,3,
458,115,2025-11-04 07:56:50,sales,営業部門,leader,リーダー,low,低頻度,True,B,B社,3,2,4,3,3,2,2,4,4,4,5,5,2,4,3,5,1,5,2,1,今後も継続して利用したいと思います。
459,115,2025-11-11 05:37:50,sales,営業部門,leader,リーダー,low,低頻度,True,C,C社,2,4,5,5,1,3,2,5,5,2,4,2,2,1,2,3,1,2,5,5,技術的な知識が豊富で、安心して任せられます。
460,115,2025-11-23 05:03:50,sales,営業部門,leader,リーダー,low,低頻度,True,D,D社,3,5,5,3,1,1,3,1,5,1,1,3,2,4,5,1,2,3,5,5,改善提案が的確で、ビジネスに貢献してくれています。
461,116,2025-10-31 02:44:50,logistics,物流部門,staff,一般社員,low,低頻度,False,A,A社,1,5,1,5,2,4,5,2,2,4,1,5,1,1,3,5,1,2,1,4,
462,116,2025-11-06 03:02:50,logistics,物流部門,staff,一般社員,low,低頻度,False,B,B社,2,5,3,5,1,3,1,1,4,4,2,5,3,2,5,1,4,1,2,1,
463,116,2025-11-18 05:10:50,logistics,物流部門,staff,一般社員,low,低頻度,False,C,C社,5,1,4,4,5,1,2,4,1,5,5,5,4,5,4,5,3,4,4,2,もう少しコストを抑えられると助かります。
464,116,2025-11-04 06:53:50,logistics,物流部門,staff,一般社員,low,低頻度,False,D,D社,2,2,1,1,4,5,1,5,5,4,5,5,1,1,5,2,3,5,4,1,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
465,117,2025-11-23 05:32:50,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True,A,A社,2,1,3,4,2,2,4,4,3,3,5,3,3,5,5,3,3,4,3,3,一部対応に遅れが見られることがあります。
466,117,2025-11-15 09:17:50,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True,B,B社,2,4,4,4,4,1,4,4,4,1,5,1,2,1,5,3,3,5,1,1,
467,117,2025-11-08 23:16:50,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True,C,C社,2,1,2,5,4,2,5,2,4,1,1,3,3,2,1,4,5,2,4,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
468,117,2025-11-10 08:29:50,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True,D,D社,3,4,3,5,3,5,2,4,3,1,3,3,1,5,3,5,5,3,3,5,
469,118,2025-11-21 01:03:50,it,IT部門,specialist,スペシャリスト,high,高頻度,False,A,A社,1,4,5,3,3,1,3,2,5,4,4,2,2,4,4,5,4,3,5,2,
470,118,2025-11-21 06:14:50,it,IT部門,specialist,スペシャリスト,high,高頻度,False,B,B社,4,3,1,3,2,4,2,5,3,4,3,4,1,1,2,1,2,5,3,2,
471,118,2025-11-10 06:08:50,it,IT部門,specialist,スペシャリスト,high,高頻度,False,C,C社,2,5,3,4,3,3,1,5,2,1,3,4,4,1,4,5,1,2,2,2,今後も継続して利用したいと思います。
472,118,2025-11-17 01:34:50,it,IT部門,specialist,スペシャリスト,high,高頻度,False,D,D社,5,4,3,2,3,1,4,2,1,2,1,2,2,4,4,3,1,5,2,3,改善提案が的確で、ビジネスに貢献してくれています。
473,119,2025-11-21 09:17:50,logistics,物流部門,executive,役員,low,低頻度,False,A,A社,2,3,5,2,3,5,1,1,1,2,4,3,3,2,1,5,5,5,5,1,改善提案が的確で、ビジネスに貢献してくれています。
474,119,2025-10-27 06:58:50,logistics,物流部門,executive,役員,low,低頻度,False,B,B社,5,5,4,3,4,1,5,5,5,3,5,2,1,3,1,4,3,5,1,4,
475,119,2025-11-02 04:47:50,logistics,物流部門,executive,役員,low,低頻度,False,C,C社,3,4,2,2,2,2,4,1,3,5,1,5,5,1,5,4,4,3,2,1,
476,119,2025-11-16 05:49:50,logistics,物流部門,executive,役員,low,低頻度,False,D,D社,5,4,5,3,4,1,3,5,4,3,1,2,3,4,4,3,2,5,2,2,コミュニケーションが取りやすく、信頼できるパートナーです。
477,120,2025-10-27 05:02:50,hr,人事部門,staff,一般社員,medium,中頻度,True,A,A社,4,1,2,5,5,4,4,5,4,1,4,2,3,3,3,3,5,3,3,3,技術的な知識が豊富で、安心して任せられます。
478,120,2025-11-15 07:32:50,hr,人事部門,staff,一般社員,medium,中頻度,True,B,B社,1,1,4,4,4,1,2,3,4,1,2,5,2,1,1,3,4,1,3,1,
479,120,2025-11-24 04:48:50,hr,人事部門,staff,一般社員,medium,中頻度,True,C,C社,5,5,3,1,5,3,2,4,2,1,1,4,3,5,1,5,4,2,3,5,
480,120,2025-11-16 07:03:50,hr,人事部門,staff,一般社員,medium,中頻度,True,D,D社,5,4,2,4,1,1,4,4,2,5,3,5,1,4,3,5,5,1,4,1,
481,121,2025-11-10 23:47:50,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False,A,A社,1,2,1,3,1,2,5,1,4,4,3,1,5,5,1,2,4,5,5,5,
482,121,2025-10-27 02:48:50,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False,B,B社,4,1,1,3,5,1,2,4,5,5,5,2,4,2,3,1,3,3,1,1,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
483,121,2025-11-15 03:22:50,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False,C,C社,2,5,5,4,5,4,2,1,2,3,1,2,5,3,2,5,4,2,3,1,コミュニケーションが取りやすく、信頼できるパートナーです。
484,121,2025-11-17 00:35:50,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False,D,D社,5,4,4,3,4,5,3,5,2,4,5,4,1,4,3,2,2,4,1,1,
485,122,2025-10-28 09:53:50,logistics,物流部門,manager,マネージャー,medium,中頻度,True,A,A社,1,4,5,2,5,1,4,3,1,4,1,3,2,1,2,2,4,2,3,2,
486,122,2025-11-21 00:36:50,logistics,物流部門,manager,マネージャー,medium,中頻度,True,B,B社,3,2,5,2,2,1,2,3,1,3,4,5,1,1,5,4,1,2,2,5,もう少しコストを抑えられると助かります。
487,122,2025-10-30 04:05:50,logistics,物流部門,manager,マネージャー,medium,中頻度,True,C,C社,1,5,5,3,1,3,5,5,5,4,1,3,3,3,5,5,4,5,1,3,今後も継続して利用したいと思います。
488,122,2025-10-24 23:28:50,logistics,物流部門,manager,マネージャー,medium,中頻度,True,D,D社,3,4,1,3,1,4,1,2,2,2,2,1,2,5,1,2,5,1,4,4,
489,123,2025-11-18 23:26:50,hr,人事部門,leader,リーダー,medium,中頻度,False,A,A社,4,1,1,2,5,5,4,2,2,3,3,5,4,5,3,4,1,1,3,5,
490,123,2025-11-05 04:35:50,hr,人事部門,leader,リーダー,medium,中頻度,False,B,B社,2,2,5,3,3,2,3,4,3,3,4,1,4,4,1,1,5,4,5,2,
491,123,2025-10-29 02:41:50,hr,人事部門,leader,リーダー,medium,中頻度,False,C,C社,1,5,1,3,3,1,2,1,5,2,3,1,1,4,3,4,2,5,2,5,コミュニケーションが取りやすく、信頼できるパートナーです。
492,123,2025-11-07 08:51:50,hr,人事部門,leader,リーダー,medium,中頻度,False,D,D社,5,2,4,4,5,5,5,3,5,5,5,1,3,5,1,1,3,2,3,3,
493,124,2025-11-19 01:18:50,it,IT部門,executive,役員,low,低頻度,True,A,A社,4,1,5,1,2,2,4,4,3,5,4,5,4,4,5,3,2,1,1,5,
494,124,2025-10-30 00:47:50,it,IT部門,executive,役員,low,低頻度,True,B,B社,1,5,1,2,3,4,5,5,3,5,2,5,5,5,5,3,1,1,3,2,
495,124,2025-11-21 05:47:50,it,IT部門,executive,役員,low,低頻度,True,C,C社,5,2,2,4,5,4,5,3,1,4,3,4,2,3,1,4,3,3,2,2,
496,124,2025-11-15 02:39:50,it,IT部門,executive,役員,low,低頻度,True,D,D社,1,3,5,1,2,5,3,1,5,2,1,2,5,4,3,3,4,2,5,4,今後も継続して利用したいと思います。
497,125,2025-11-23 08:17:50,finance,経理財務部門,staff,一般社員,medium,中頻度,True,A,A社,3,1,5,3,2,2,4,1,5,3,1,3,4,5,4,5,1,5,5,3,
498,125,2025-11-01 06:48:50,finance,経理財務部門,staff,一般社員,medium,中頻度,True,B,B社,1,1,4,3,4,4,2,2,3,3,1,3,4,4,3,4,3,1,5,4,全体的に満足していますが、ドキュメントの質を向上してほしいです。
499,125,2025-11-02 06:24:50,finance,経理財務部門,staff,一般社員,medium,中頻度,True,C,C社,1,1,3,4,2,5,3,4,4,3,4,1,1,1,1,2,5,5,2,1,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
500,125,2025-11-15 00:05:50,finance,経理財務部門,staff,一般社員,medium,中頻度,True,D,D社,1,3,3,3,3,4,2,5,4,4,2,5,1,1,3,5,3,2,3,2,
501,126,2025-11-19 07:05:50,it,IT部門,executive,役員,medium,中頻度,False,A,A社,4,3,4,5,3,4,1,3,1,4,2,5,2,2,2,4,5,2,2,4,
502,126,2025-11-03 09:42:50,it,IT部門,executive,役員,medium,中頻度,False,B,B社,1,4,4,4,5,4,5,1,4,5,2,1,1,5,3,1,5,1,2,2,改善提案が的確で、ビジネスに貢献してくれています。
503,126,2025-10-30 00:36:50,it,IT部門,executive,役員,medium,中頻度,False,C,C社,5,2,4,1,5,3,1,3,4,4,3,2,3,2,5,3,3,4,3,2,
504,126,2025-11-24 04:45:50,it,IT部門,executive,役員,medium,中頻度,False,D,D社,3,4,3,4,2,2,5,5,4,5,4,3,2,5,5,3,2,5,4,1,
505,127,2025-11-03 09:35:50,it,IT部門,specialist,スペシャリスト,low,低頻度,False,A,A社,3,2,4,2,1,5,3,3,2,5,1,4,3,4,2,3,2,5,5,2,もう少しコストを抑えられると助かります。
506,127,2025-11-16 03:37:50,it,IT部門,specialist,スペシャリスト,low,低頻度,False,B,B社,1,3,1,4,4,5,2,4,1,3,3,2,1,5,3,4,5,3,1,4,
507,127,2025-11-21 03:20:50,it,IT部門,specialist,スペシャリスト,low,低頻度,False,C,C社,4,3,5,3,1,2,2,2,3,4,2,5,2,1,4,5,1,2,1,3,
508,127,2025-11-06 06:14:50,it,IT部門,specialist,スペシャリスト,low,低頻度,False,D,D社,4,4,5,3,2,2,3,3,4,5,1,1,4,4,3,1,3,2,3,5,全体的に満足していますが、ドキュメントの質を向上してほしいです。
509,128,2025-11-01 05:44:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,True,A,A社,5,5,2,5,2,2,4,2,2,2,4,3,5,1,5,3,1,1,1,4,もう少しコストを抑えられると助かります。
510,128,2025-11-05 08:26:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,True,B,B社,1,4,2,5,1,2,1,5,4,2,5,1,4,4,5,5,2,1,4,1,
511,128,2025-11-16 03:09:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,True,C,C社,3,2,5,5,4,1,1,2,2,4,2,5,3,5,1,2,1,1,2,5,技術的な知識が豊富で、安心して任せられます。
512,128,2025-11-20 09:33:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,True,D,D社,4,4,1,1,1,5,2,3,1,3,2,1,4,5,5,2,4,3,5,2,
513,129,2025-11-01 23:44:50,sales,営業部門,manager,マネージャー,high,高頻度,False,A,A社,1,1,3,5,5,1,2,3,4,3,2,3,4,1,1,1,4,4,1,4,
514,129,2025-11-21 09:57:50,sales,営業部門,manager,マネージャー,high,高頻度,False,B,B社,4,2,3,1,3,4,2,1,2,5,2,1,5,3,5,3,2,1,1,5,
515,129,2025-11-17 00:06:50,sales,営業部門,manager,マネージャー,high,高頻度,False,C,C社,4,2,1,5,5,4,3,3,5,4,1,3,5,5,5,2,1,1,3,4,
516,129,2025-11-13 07:01:50,sales,営業部門,manager,マネージャー,high,高頻度,False,D,D社,3,5,3,1,3,5,4,2,5,2,4,1,4,3,4,5,3,1,3,2,一部対応に遅れが見られることがあります。
517,130,2025-11-22 03:57:50,sales,営業部門,leader,リーダー,low,低頻度,False,A,A社,2,3,4,4,2,4,1,1,2,5,3,1,5,4,1,5,2,3,2,4,
518,130,2025-11-19 02:46:50,sales,営業部門,leader,リーダー,low,低頻度,False,B,B社,5,2,5,4,4,2,5,3,4,5,1,3,4,3,1,2,4,5,5,1,
519,130,2025-11-19 04:22:50,sales,営業部門,leader,リーダー,low,低頻度,False,C,C社,5,3,5,3,1,1,3,3,4,1,4,1,2,1,5,3,2,4,1,5,技術的な知識が豊富で、安心して任せられます。
520,130,2025-11-14 02:47:50,sales,営業部門,leader,リーダー,low,低頻度,False,D,D社,3,4,1,1,4,2,1,5,1,4,3,2,4,2,1,1,1,5,2,5,
521,131,2025-11-02 09:56:50,finance,経理財務部門,staff,一般社員,low,低頻度,False,A,A社,4,1,3,2,1,4,4,1,1,5,2,4,1,2,5,3,1,2,5,5,
522,131,2025-11-17 09:51:50,finance,経理財務部門,staff,一般社員,low,低頻度,False,B,B社,1,5,2,3,5,1,3,5,3,2,4,2,5,1,5,4,1,2,2,4,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
