respondent_id,performance_incident_response_speed_mean,performance_incident_response_speed_std,performance_incident_response_speed_count,performance_sla_achievement_mean,performance_sla_achievement_std,performance_sla_achievement_count,performance_problem_resolution_mean,performance_problem_resolution_std,performance_problem_resolution_count,performance_communication_speed_mean,performance_communication_speed_std,performance_communication_speed_count,performance_availability_maintenance_mean,performance_availability_maintenance_std,performance_availability_maintenance_count,technical_expertise_mean,technical_expertise_std,technical_expertise_count,technical_troubleshooting_mean,technical_troubleshooting_std,technical_troubleshooting_count,technical_new_tech_adaptation_mean,technical_new_tech_adaptation_std,technical_new_tech_adaptation_count,technical_documentation_quality_mean,technical_documentation_quality_std,technical_documentation_quality_count,technical_proposal_mean,technical_proposal_std,technical_proposal_count,business_process_understanding_mean,business_process_understanding_std,business_process_understanding_count,business_impact_consideration_mean,business_impact_consideration_std,business_impact_consideration_count,business_prioritization_mean,business_prioritization_std,business_prioritization_count,business_stakeholder_management_mean,business_stakeholder_management_std,business_stakeholder_management_count,business_cost_awareness_mean,business_cost_awareness_std,business_cost_awareness_count,improvement_proposal_quality_mean,improvement_proposal_quality_std,improvement_proposal_quality_count,improvement_proposal_frequency_mean,improvement_proposal_frequency_std,improvement_proposal_frequency_count,improvement_proactive_attitude_mean,improvement_proactive_attitude_std,improvement_proactive_attitude_count,improvement_innovation_mean,improvement_innovation_std,improvement_innovation_count,improvement_long_term_perspective_mean,improvement_long_term_perspective_std,improvement_long_term_perspective_count,avg_score,std_score,extreme_usage,median_usage,count,flag_zero_std,flag_extreme,is_anomaly
126,3.25,1.707825127659933,4,2.25,1.8929694486000912,4,3.25,0.957427107756338,4,3.25,2.0615528128088303,4,2.75,0.957427107756338,4,4.25,0.4999999999999999,4,2.75,1.2583057392117916,4,3.0,2.309401076758503,4,2.0,1.4142135623730951,4,1.75,0.9574271077563381,4,3.5,1.2909944487358056,4,3.5,1.7320508075688772,4,3.25,1.707825127659933,4,3.75,1.2583057392117916,4,2.5,1.7320508075688772,4,3.75,1.8929694486000914,4,3.5,1.9148542155126762,4,2.25,1.8929694486000912,4,1.75,1.5,4,3.0,1.632993161855452,4,2.9625,1.528578114799743,0.5,0.1375,4,False,False,False
127,3.0,1.4142135623730951,4,3.5,1.2909944487358056,4,3.5,1.7320508075688772,4,3.5,1.2909944487358056,4,1.75,0.9574271077563381,4,1.75,0.5,4,3.25,1.707825127659933,4,3.0,1.8257418583505538,4,4.25,1.5,4,1.75,0.9574271077563381,4,3.0,1.4142135623730951,4,4.0,1.4142135623730951,4,2.25,1.5,4,2.0,0.816496580927726,4,3.5,0.5773502691896257,4,3.75,1.4999999999999998,4,2.75,0.9574271077563381,4,3.5,1.2909944487358056,4,3.0,0.816496580927726,4,2.0,0.816496580927726,4,2.95,1.2140181581073943,0.3375,0.2125,4,False,False,False
128,3.25,1.707825127659933,4,3.0,1.8257418583505538,4,2.5,1.7320508075688772,4,2.0,0.816496580927726,4,3.25,1.4999999999999998,4,4.5,0.5773502691896257,4,3.0,1.4142135623730951,4,3.0,1.632993161855452,4,2.75,0.9574271077563381,4,2.75,1.5,4,2.75,1.5,4,2.5,1.7320508075688772,4,1.75,0.9574271077563381,4,2.25,0.9574271077563381,4,2.5,1.2909944487358056,4,4.5,0.5773502691896258,4,2.0,1.4142135623730951,4,3.75,1.8929694486000912,4,2.75,1.2583057392117916,4,2.75,1.2583057392117916,4,2.875,1.325157135304268,0.375,0.175,4,False,False,False
129,3.0,1.4142135623730951,4,3.0,1.4142135623730951,4,3.5,1.7320508075688772,4,4.5,0.5773502691896258,4,2.25,1.2583057392117916,4,3.75,0.5,4,2.75,1.707825127659933,4,2.5,1.7320508075688772,4,2.75,1.707825127659933,4,3.0,2.309401076758503,4,3.5,1.2909944487358056,4,2.25,1.8929694486000912,4,3.0,1.4142135623730951,4,4.0,1.4142135623730951,4,3.25,1.707825127659933,4,1.5,0.5773502691896257,4,2.75,1.2583057392117916,4,3.25,1.707825127659933,4,2.75,0.9574271077563381,4,2.5,1.9148542155126762,4,2.9875,1.424460734471806,0.425,0.1625,4,False,False,False
130,3.75,1.5,4,3.0,0.816496580927726,4,2.25,1.2583057392117916,4,3.5,1.7320508075688772,4,2.75,1.2583057392117916,4,2.5,1.2909944487358056,4,2.75,1.707825127659933,4,2.25,0.957427107756338,4,2.75,0.9574271077563381,4,3.75,1.2583057392117916,4,4.0,1.4142135623730951,4,2.75,2.0615528128088303,4,1.5,1.0,4,2.25,1.5,4,2.75,1.2583057392117916,4,3.0,1.8257418583505538,4,2.5,1.7320508075688772,4,2.25,1.5,4,1.75,0.9574271077563382,4,3.25,0.9574271077563381,4,2.7625,1.347192869693311,0.375,0.2125,4,False,False,False
131,3.0,1.4142135623730951,4,3.0,2.309401076758503,4,3.0,1.8257418583505538,4,2.5,0.5773502691896257,4,3.0,1.1547005383792515,4,2.75,1.707825127659933,4,3.25,0.9574271077563381,4,3.25,1.4999999999999998,4,2.0,1.1547005383792515,4,3.0,1.4142135623730951,4,2.0,1.1547005383792515,4,3.25,1.5000000000000002,4,2.0,1.4142135623730951,4,3.5,1.0,4,3.5,1.914854215512676,4,2.5,1.2909944487358056,4,3.5,1.2909944487358056,4,3.25,1.707825127659933,4,3.75,1.2583057392117916,4,3.75,1.5,4,2.9875,1.4023730860914003,0.3625,0.225,4,False,False,False
132,3.75,1.8929694486000912,4,3.5,1.9148542155126762,4,3.0,1.8257418583505538,4,2.75,1.707825127659933,4,2.75,1.5,4,3.0,1.1547005383792515,4,2.25,0.9574271077563381,4,2.75,1.707825127659933,4,3.5,1.914854215512676,4,3.25,1.5,4,2.75,1.2583057392117916,4,2.25,0.9574271077563381,4,3.25,1.707825127659933,4,4.5,0.5773502691896257,4,3.75,0.49999999999999994,4,3.25,1.707825127659933,4,2.0,1.1547005383792515,4,3.25,0.9574271077563381,4,3.75,1.4999999999999998,4,3.25,1.707825127659933,4,3.125,1.4052441892352303,0.4,0.225,4,False,False,False
133,3.5,1.7320508075688772,4,2.75,1.5,4,2.75,2.0615528128088303,4,2.75,0.9574271077563381,4,2.0,0.816496580927726,4,3.75,0.957427107756338,4,3.5,1.2909944487358056,4,4.5,1.0,4,3.0,1.8257418583505538,4,2.5,1.7320508075688772,4,2.75,1.2583057392117916,4,2.25,0.9574271077563382,4,3.75,0.49999999999999994,4,3.5,1.0,4,4.0,1.4142135623730951,4,3.75,1.2583057392117916,4,3.0,1.1547005383792515,4,3.5,0.5773502691896257,4,2.75,1.2583057392117916,4,2.5,1.2909944487358056,4,3.1375,1.227167233777142,0.3,0.2375,4,False,False,False
134,3.75,1.5,4,3.25,1.707825127659933,4,2.5,1.9148542155126762,4,4.0,0.816496580927726,4,2.75,2.0615528128088303,4,4.0,0.816496580927726,4,3.5,1.2909944487358054,4,2.75,1.707825127659933,4,3.25,0.9574271077563381,4,2.5,1.7320508075688772,4,2.25,1.2583057392117916,4,3.0,1.8257418583505538,4,3.0,1.1547005383792515,4,2.5,1.7320508075688772,4,3.75,0.9574271077563381,4,2.25,1.2583057392117916,4,4.0,1.4142135623730951,4,2.5,1.2909944487358054,4,3.5,1.7320508075688772,4,1.75,0.9574271077563381,4,3.0375,1.4043370263235284,0.3875,0.15,4,False,False,False
135,3.0,0.816496580927726,4,4.0,0.816496580927726,4,3.5,1.2909944487358056,4,2.75,1.2583057392117916,4,2.0,1.4142135623730951,4,3.75,0.9574271077563381,4,4.25,1.5,4,3.25,0.9574271077563381,4,2.0,1.4142135623730951,4,2.25,0.5,4,4.5,0.5773502691896258,4,1.75,0.5,4,2.0,0.816496580927726,4,3.0,1.1547005383792515,4,3.0,1.4142135623730951,4,3.25,1.4999999999999998,4,3.25,1.2583057392117916,4,2.25,1.5,4,3.0,1.8257418583505538,4,3.25,1.707825127659933,4,3.0,1.1590104183076948,0.3,0.2,4,False,False,False
136,2.25,1.2583057392117916,4,3.75,1.5,4,3.25,1.2583057392117916,4,1.75,0.9574271077563382,4,2.75,1.707825127659933,4,2.75,0.9574271077563381,4,2.5,1.7320508075688772,4,3.25,0.5,4,3.75,0.5,4,2.0,1.1547005383792515,4,3.5,1.2909944487358056,4,3.5,1.7320508075688772,4,3.75,1.8929694486000912,4,3.0,1.8257418583505538,4,2.25,1.8929694486000912,4,4.5,0.5773502691896257,4,3.75,0.9574271077563381,4,3.75,1.2583057392117916,4,2.5,1.0,4,2.25,0.9574271077563381,4,3.0375,1.2455639201656916,0.35,0.2125,4,False,False,False
137,3.25,2.0615528128088303,4,2.25,0.9574271077563381,4,2.25,1.8929694486000912,4,2.75,2.06155281280883,4,3.5,1.9148542155126762,4,2.75,1.2583057392117916,4,2.75,0.9574271077563381,4,3.75,1.8929694486000914,4,2.75,2.0615528128088303,4,3.5,1.9148542155126762,4,2.25,1.4999999999999998,4,2.25,0.9574271077563381,4,2.0,0.0,4,3.0,0.816496580927726,4,3.0,0.816496580927726,4,1.5,0.5773502691896257,4,2.75,1.707825127659933,4,3.25,1.707825127659933,4,2.0,2.0,4,2.0,1.4142135623730951,4,2.675,1.4235550038935438,0.475,0.2,4,False,False,False
138,2.0,0.816496580927726,4,2.75,1.2583057392117916,4,3.75,1.5,4,2.25,1.8929694486000912,4,3.0,0.816496580927726,4,2.75,0.9574271077563381,4,3.25,2.0615528128088303,4,3.25,0.957427107756338,4,3.25,2.0615528128088303,4,1.25,0.5,4,3.5,1.914854215512676,4,2.5,1.0,4,1.75,1.5,4,1.75,0.9574271077563381,4,2.5,1.7320508075688772,4,3.75,0.49999999999999994,4,2.75,1.5,4,1.5,0.5773502691896257,4,4.25,0.9574271077563381,4,1.75,0.5,4,2.675,1.1980668849290765,0.4125,0.1875,4,False,False,False
139,4.25,1.5,4,3.75,1.8929694486000914,4,2.25,1.5,4,4.0,1.4142135623730951,4,3.5,1.0,4,3.75,0.957427107756338,4,2.5,1.7320508075688772,4,2.25,1.8929694486000912,4,2.75,1.707825127659933,4,3.75,1.8929694486000912,4,3.5,1.2909944487358056,4,3.25,1.707825127659933,4,2.75,1.707825127659933,4,3.0,1.8257418583505538,4,4.75,0.5,4,3.0,1.4142135623730951,4,2.75,1.5,4,3.0,1.8257418583505538,4,3.5,1.9148542155126764,4,1.0,0.0,4,3.1625,1.4588810574900535,0.525,0.1125,4,False,False,False
140,3.25,1.707825127659933,4,3.0,1.8257418583505538,4,3.0,1.8257418583505538,4,2.5,1.0,4,2.25,0.9574271077563381,4,2.75,0.9574271077563381,4,2.0,1.4142135623730951,4,3.0,1.8257418583505538,4,3.25,2.0615528128088303,4,2.0,2.0,4,3.5,1.9148542155126762,4,2.25,1.5,4,4.0,1.4142135623730951,4,3.0,1.632993161855452,4,3.25,1.2583057392117916,4,3.75,1.2583057392117916,4,2.5,1.0,4,2.25,0.5,4,2.5,1.7320508075688772,4,2.75,0.5,4,2.8375,1.4143197259569944,0.4125,0.25,4,False,False,False
141,2.75,2.0615528128088303,4,4.0,1.4142135623730951,4,2.5,1.2909944487358056,4,3.0,1.4142135623730951,4,2.75,1.2583057392117916,4,3.25,0.9574271077563381,4,3.25,0.5,4,3.0,0.816496580927726,4,2.25,0.9574271077563381,4,4.25,0.9574271077563382,4,3.25,1.2583057392117916,4,4.25,0.9574271077563381,4,2.75,1.2583057392117916,4,1.5,0.5773502691896257,4,3.25,1.5,4,4.0,0.816496580927726,4,2.0,0.816496580927726,4,1.25,0.5,4,4.25,0.5,4,2.5,1.2909944487358056,4,3.0,1.0551717247830081,0.3125,0.2625,4,False,False,False
142,4.0,0.816496580927726,4,2.75,1.4999999999999998,4,2.25,1.2583057392117916,4,2.25,1.5,4,3.25,1.2583057392117916,4,3.5,1.2909944487358056,4,3.75,1.8929694486000912,4,3.0,1.632993161855452,4,2.75,1.5,4,4.25,0.5,4,3.75,1.8929694486000912,4,3.5,1.2909944487358056,4,3.0,2.309401076758503,4,3.5,1.2909944487358054,4,4.0,1.4142135623730951,4,3.0,0.816496580927726,4,2.75,1.4999999999999998,4,1.75,0.9574271077563381,4,2.75,1.707825127659933,4,4.5,0.5773502691896257,4,3.2125,1.3453868594639793,0.4,0.1625,4,False,False,False
143,2.75,0.9574271077563381,4,2.75,2.0615528128088303,4,2.25,0.5,4,2.75,0.5,4,2.75,1.5000000000000002,4,1.25,0.5,4,2.25,1.5,4,3.5,1.7320508075688772,4,1.5,1.0,4,2.75,1.707825127659933,4,2.5,1.7320508075688772,4,3.25,1.2583057392117916,4,2.75,1.707825127659933,4,3.25,1.707825127659933,4,2.0,1.1547005383792515,4,2.25,1.8929694486000914,4,3.25,1.707825127659933,4,2.75,1.707825127659933,4,3.25,0.9574271077563381,4,3.25,1.5,4,2.65,1.3642805003975031,0.4125,0.2125,4,False,False,False
144,4.0,1.1547005383792515,4,2.25,1.8929694486000914,4,2.25,1.2583057392117916,4,3.5,1.7320508075688772,4,2.5,0.5773502691896257,4,4.25,0.9574271077563381,4,3.0,1.4142135623730951,4,3.5,1.7320508075688772,4,3.75,1.5,4,1.75,0.9574271077563381,4,3.75,0.5,4,4.0,1.1547005383792515,4,3.75,0.9574271077563381,4,3.5,0.5773502691896257,4,2.5,0.5773502691896257,4,2.25,1.2583057392117916,4,3.25,2.06155281280883,4,4.5,0.5773502691896257,4,1.75,0.9574271077563381,4,4.75,0.4999999999999999,4,3.2375,1.1148979750942858,0.3875,0.225,4,False,False,False
145,3.0,1.1547005383792515,4,3.25,1.2583057392117916,4,4.25,1.5,4,3.0,0.816496580927726,4,3.75,1.2583057392117916,4,2.0,0.816496580927726,4,3.75,1.2583057392117916,4,2.5,0.5773502691896257,4,2.5,1.2909944487358056,4,3.25,1.707825127659933,4,3.0,1.4142135623730951,4,4.0,2.0,4,2.25,1.8929694486000912,4,3.5,1.9148542155126762,4,3.0,1.8257418583505538,4,3.0,1.8257418583505538,4,4.25,1.5,4,3.5,1.7320508075688772,4,2.75,0.5,4,2.75,1.2583057392117916,4,3.1625,1.3751329126711542,0.3875,0.2,4,False,False,False
146,2.75,2.06155281280883,4,3.75,1.4999999999999998,4,3.25,1.5,4,3.25,1.707825127659933,4,4.5,1.0,4,4.75,0.4999999999999999,4,3.5,1.7320508075688772,4,2.75,1.707825127659933,4,2.75,1.707825127659933,4,2.5,1.7320508075688772,4,2.5,1.7320508075688772,4,3.75,0.9574271077563381,4,3.5,1.2909944487358056,4,3.25,1.2583057392117916,4,3.0,1.1547005383792515,4,3.25,1.5,4,3.75,1.5,4,2.75,2.06155281280883,4,4.0,2.0,4,2.5,1.7320508075688772,4,3.3,1.516810603647808,0.4875,0.1375,4,False,False,False
147,3.25,1.707825127659933,4,2.75,2.0615528128088303,4,3.5,1.0,4,2.5,1.9148542155126764,4,3.0,1.8257418583505538,4,3.75,0.5,4,3.25,0.9574271077563381,4,1.75,1.5,4,3.5,1.2909944487358056,4,3.25,1.707825127659933,4,3.75,0.49999999999999994,4,2.25,0.9574271077563381,4,4.0,0.0,4,3.25,1.707825127659933,4,3.25,1.5,4,2.75,1.707825127659933,4,3.0,2.309401076758503,4,2.5,1.7320508075688772,4,2.25,0.9574271077563381,4,3.75,1.8929694486000912,4,3.0625,1.386557325112204,0.4125,0.2,4,False,False,False
148,1.75,1.5,4,2.5,1.7320508075688772,4,4.0,0.816496580927726,4,2.5,1.7320508075688772,4,4.25,0.9574271077563381,4,2.25,1.2583057392117916,4,4.5,0.5773502691896257,4,3.25,1.5,4,2.5,1.2909944487358056,4,2.75,1.707825127659933,4,3.0,1.4142135623730951,4,4.25,1.5,4,3.0,2.309401076758503,4,3.5,1.2909944487358056,4,2.75,1.707825127659933,4,3.0,0.816496580927726,4,4.25,0.957427107756338,4,3.0,0.816496580927726,4,2.75,1.707825127659933,4,4.0,1.1547005383792515,4,3.1875,1.3373940519898644,0.425,0.1875,4,False,False,False
149,4.0,1.4142135623730951,4,3.5,1.7320508075688772,4,1.75,0.5,4,3.75,0.9574271077563381,4,2.0,0.816496580927726,4,2.75,1.5,4,4.0,1.4142135623730951,4,4.0,1.4142135623730951,4,3.25,1.5,4,3.0,1.1547005383792515,4,4.0,1.4142135623730951,4,3.5,1.7320508075688772,4,4.0,2.0,4,2.0,1.4142135623730951,4,2.5,1.7320508075688772,4,3.0,0.0,4,2.0,0.816496580927726,4,3.0,1.4142135623730951,4,2.0,1.4142135623730951,4,3.25,1.707825127659933,4,3.0625,1.3024296647484639,0.3875,0.125,4,False,False,False
150,5.0,0.0,4,3.5,1.9148542155126762,4,2.0,0.816496580927726,4,3.75,1.8929694486000912,4,2.0,0.816496580927726,4,2.75,1.707825127659933,4,3.25,1.5,4,3.75,1.2583057392117916,4,4.5,0.9999999999999999,4,3.25,1.707825127659933,4,2.5,1.7320508075688772,4,2.5,1.2909944487358056,4,2.75,1.707825127659933,4,3.75,1.4999999999999998,4,2.5,1.2909944487358056,4,2.5,0.5773502691896257,4,1.25,0.5,4,3.5,0.5773502691896257,4,3.75,1.2583057392117916,4,3.25,1.2583057392117916,4,3.1,1.2153974835001569,0.425,0.2,4,False,False,False
151,4.0,0.816496580927726,4,3.0,1.4142135623730951,4,4.0,1.4142135623730951,4,2.25,1.5,4,3.25,2.0615528128088303,4,4.25,0.957427107756338,4,3.5,1.2909944487358056,4,2.75,1.707825127659933,4,3.0,1.632993161855452,4,3.0,0.816496580927726,4,3.5,1.2909944487358054,4,2.75,1.707825127659933,4,2.25,0.9574271077563381,4,3.25,1.5,4,2.0,1.4142135623730951,4,1.5,1.0,4,3.0,1.8257418583505538,4,3.0,1.632993161855452,4,2.25,1.2583057392117916,4,3.75,1.8929694486000914,4,3.0125,1.4046341699980531,0.425,0.2125,4,False,False,False
152,2.75,1.2583057392117916,4,3.75,1.2583057392117916,4,2.5,1.2909944487358056,4,3.25,1.2583057392117916,4,1.25,0.5,4,4.0,0.816496580927726,4,2.75,1.2583057392117916,4,4.5,0.5773502691896257,4,2.5,0.5773502691896257,4,3.25,1.707825127659933,4,3.0,1.8257418583505538,4,2.0,0.816496580927726,4,4.25,1.5,4,2.75,1.707825127659933,4,3.0,2.309401076758503,4,2.75,1.4999999999999998,4,3.75,1.2583057392117916,4,2.75,2.0615528128088303,4,2.0,0.816496580927726,4,2.25,0.9574271077563381,4,2.95,1.2628243268475645,0.4,0.2,4,False,False,False
153,1.25,0.5,4,1.75,1.5,4,3.5,1.9148542155126762,4,3.5,0.5773502691896257,4,3.75,1.2583057392117916,4,3.0,0.816496580927726,4,2.0,2.0,4,3.5,1.2909944487358056,4,3.5,1.2909944487358056,4,2.25,1.5000000000000002,4,3.5,1.7320508075688772,4,2.25,1.5,4,2.5,1.7320508075688772,4,3.0,1.8257418583505538,4,3.0,1.8257418583505538,4,2.25,0.9574271077563381,4,2.5,0.5773502691896257,4,2.75,1.2583057392117916,4,3.0,1.4142135623730951,4,2.5,1.9148542155126764,4,2.7625,1.369336596409791,0.425,0.2125,4,False,False,False
154,3.0,1.632993161855452,4,2.75,1.2583057392117916,4,2.25,0.9574271077563381,4,3.25,1.707825127659933,4,4.25,0.9574271077563381,4,3.25,1.707825127659933,4,3.25,1.707825127659933,4,2.75,1.5,4,2.75,1.707825127659933,4,3.0,1.8257418583505538,4,2.75,1.5,4,2.25,1.8929694486000912,4,2.75,2.0615528128088303,4,2.5,1.7320508075688772,4,2.5,1.7320508075688772,4,3.5,1.9148542155126764,4,2.5,1.7320508075688772,4,2.5,1.9148542155126764,4,2.25,0.9574271077563381,4,1.5,1.0,4,2.775,1.5700502854233727,0.5,0.2,4,False,False,False
155,3.5,1.0,4,2.0,1.4142135623730951,4,2.0,0.816496580927726,4,4.5,0.5773502691896258,4,4.75,0.4999999999999999,4,2.0,0.816496580927726,4,2.0,2.0,4,3.25,2.0615528128088303,4,3.75,0.9574271077563381,4,4.0,1.4142135623730951,4,3.5,1.2909944487358054,4,2.75,1.707825127659933,4,3.75,1.8929694486000912,4,3.5,1.914854215512676,4,2.75,1.2583057392117916,4,2.75,1.2583057392117916,4,2.25,1.5,4,3.75,1.8929694486000912,4,2.5,1.2909944487358056,4,2.75,2.0615528128088303,4,3.1,1.3813260952716626,0.4875,0.1625,4,False,False,False
156,3.75,1.2583057392117916,4,2.5,1.9148542155126764,4,2.75,2.0615528128088303,4,2.75,1.5,4,2.5,1.2909944487358056,4,3.25,0.9574271077563381,4,4.75,0.5,4,3.25,1.5,4,3.5,1.2909944487358056,4,2.0,0.816496580927726,4,3.75,1.8929694486000912,4,3.0,1.4142135623730951,4,4.0,0.8164965809277259,4,3.75,0.9574271077563381,4,1.75,0.9574271077563381,4,3.25,1.707825127659933,4,3.5,1.2909944487358056,4,3.25,1.5,4,1.25,0.5,4,3.75,1.2583057392117916,4,3.1125,1.2693142238355049,0.3875,0.15,4,False,False,False
157,2.5,1.0,4,2.5,1.2909944487358056,4,2.25,1.2583057392117916,4,2.5,1.9148542155126762,4,2.25,1.8929694486000912,4,3.0,1.8257418583505538,4,3.25,1.5,4,3.75,1.5,4,3.5,1.2909944487358056,4,3.0,0.816496580927726,4,3.75,1.2583057392117916,4,3.0,1.4142135623730951,4,2.75,1.5,4,4.5,0.5773502691896257,4,2.75,1.707825127659933,4,2.25,0.9574271077563381,4,2.75,0.957427107756338,4,4.5,1.0,4,2.25,1.2583057392117916,4,3.5,0.5773502691896257,4,3.025,1.2749280831211496,0.325,0.175,4,False,False,False
158,3.5,1.7320508075688772,4,2.5,1.0,4,3.5,1.9148542155126762,4,3.25,1.5,4,1.5,0.5773502691896257,4,3.0,1.8257418583505538,4,2.5,1.9148542155126762,4,3.0,0.816496580927726,4,4.25,0.9574271077563381,4,1.75,0.9574271077563381,4,3.5,1.2909944487358056,4,3.25,0.5,4,3.75,1.2583057392117916,4,3.75,1.2583057392117916,4,3.25,1.707825127659933,4,2.5,0.5773502691896257,4,3.0,0.816496580927726,4,3.0,1.4142135623730951,4,3.75,1.8929694486000912,4,3.5,1.2909944487358056,4,3.1,1.2601828763610239,0.35,0.25,4,False,False,False
159,2.25,1.4999999999999998,4,3.25,2.06155281280883,4,2.75,1.707825127659933,4,4.25,0.9574271077563381,4,2.75,1.707825127659933,4,2.25,1.8929694486000912,4,3.0,1.8257418583505538,4,3.25,1.5,4,3.5,1.7320508075688772,4,3.5,1.2909944487358056,4,3.75,1.4999999999999998,4,3.0,1.632993161855452,4,3.0,1.4142135623730951,4,1.75,0.5,4,3.25,1.2583057392117916,4,4.0,0.816496580927726,4,3.75,0.9574271077563381,4,3.5,1.2909944487358056,4,3.0,1.8257418583505538,4,3.75,1.8929694486000912,4,3.175,1.4632764323475609,0.4375,0.1875,4,False,False,False
160,3.75,1.8929694486000912,4,4.25,1.5,4,3.25,1.5000000000000002,4,3.5,1.2909944487358054,4,2.75,0.9574271077563381,4,2.75,1.707825127659933,4,2.5,1.7320508075688772,4,2.0,1.4142135623730951,4,2.75,2.0615528128088303,4,2.75,0.5,4,3.5,1.2909944487358056,4,3.0,0.816496580927726,4,3.0,0.816496580927726,4,1.5,0.5773502691896257,4,1.25,0.5,4,1.5,1.0,4,3.5,1.9148542155126762,4,3.5,1.7320508075688772,4,3.5,1.7320508075688772,4,2.75,1.5,4,2.8625,1.3218663512967144,0.425,0.1625,4,False,False,False
161,4.25,0.9574271077563381,4,2.0,1.1547005383792515,4,1.25,0.5,4,3.75,1.5,4,2.5,1.0,4,2.75,1.707825127659933,4,4.25,0.9574271077563381,4,2.75,1.707825127659933,4,3.0,1.4142135623730951,4,4.25,0.5,4,3.0,1.4142135623730951,4,2.75,1.707825127659933,4,3.0,1.1547005383792515,4,1.75,0.9574271077563381,4,3.75,1.5,4,3.0,1.632993161855452,4,2.5,1.9148542155126762,4,3.5,1.2909944487358054,4,2.5,1.2909944487358056,4,2.75,1.707825127659933,4,2.9625,1.298562315512659,0.425,0.2625,4,False,False,False
162,3.75,1.5,4,3.0,1.632993161855452,4,3.0,0.816496580927726,4,3.25,0.9574271077563381,4,3.0,1.4142135623730951,4,3.0,0.816496580927726,4,2.5,1.7320508075688772,4,3.0,1.4142135623730951,4,3.25,1.707825127659933,4,4.5,0.5773502691896257,4,2.5,1.0,4,2.25,0.9574271077563381,4,3.5,1.2909944487358056,4,3.75,1.2583057392117916,4,2.75,0.9574271077563381,4,3.5,1.2909944487358054,4,4.0,1.4142135623730951,4,2.5,1.0,4,4.25,0.9574271077563381,4,2.25,1.2583057392117916,4,3.175,1.1977081011084587,0.275,0.25,4,False,False,False
163,1.75,0.5,4,3.0,0.816496580927726,4,3.25,1.707825127659933,4,2.25,0.9574271077563382,4,3.0,2.309401076758503,4,3.5,1.2909944487358056,4,3.0,1.4142135623730951,4,2.0,2.0,4,2.25,1.5000000000000002,4,3.75,1.2583057392117916,4,2.75,1.2583057392117916,4,3.75,1.2583057392117916,4,4.25,0.9574271077563381,4,1.75,1.5,4,3.5,1.2909944487358054,4,2.5,1.2909944487358054,4,1.5,0.5773502691896257,4,3.5,1.2909944487358056,4,3.75,0.9574271077563381,4,3.25,1.707825127659933,4,2.9125,1.2922144040208214,0.4,0.2125,4,False,False,False
164,3.5,1.9148542155126762,4,2.75,1.2583057392117916,4,2.75,1.707825127659933,4,2.0,1.4142135623730951,4,3.25,2.0615528128088303,4,2.25,0.9574271077563381,4,2.75,1.5,4,3.0,0.816496580927726,4,3.0,1.632993161855452,4,3.75,1.2583057392117916,4,3.25,0.9574271077563381,4,3.25,1.5,4,3.25,1.707825127659933,4,2.75,1.5,4,4.25,0.4999999999999999,4,3.75,0.9574271077563381,4,2.5,1.7320508075688772,4,3.75,1.2583057392117916,4,1.5,0.5773502691896257,4,3.75,0.9574271077563381,4,3.05,1.308489365710844,0.35,0.2,4,False,False,False
165,1.75,0.9574271077563381,4,3.5,1.2909944487358056,4,3.5,1.2909944487358056,4,2.5,1.2909944487358056,4,3.0,1.4142135623730951,4,2.75,1.707825127659933,4,2.5,1.7320508075688772,4,3.0,1.632993161855452,4,2.25,0.9574271077563382,4,3.0,1.4142135623730951,4,3.0,1.4142135623730951,4,3.25,1.707825127659933,4,3.0,1.1547005383792515,4,3.25,0.9574271077563381,4,4.25,0.9574271077563381,4,3.0,1.8257418583505538,4,3.25,1.707825127659933,4,2.75,1.5,4,2.5,1.2909944487358054,4,3.0,2.309401076758503,4,2.95,1.4257344869490152,0.3625,0.2125,4,False,False,False
166,2.75,1.707825127659933,4,2.5,1.2909944487358056,4,1.75,0.5,4,3.25,1.5,4,1.75,1.5,4,1.5,0.5773502691896257,4,3.0,1.4142135623730951,4,2.75,1.707825127659933,4,3.75,1.4999999999999998,4,3.75,1.2583057392117916,4,2.75,1.707825127659933,4,3.75,1.5,4,3.25,1.707825127659933,4,3.5,1.0,4,2.5,1.9148542155126764,4,2.75,0.957427107756338,4,3.25,2.0615528128088303,4,2.5,1.2909944487358056,4,2.25,1.8929694486000914,4,3.75,1.2583057392117916,4,2.85,1.4124134151387793,0.4125,0.1375,4,False,False,False
167,2.5,1.9148542155126762,4,3.75,1.2583057392117916,4,2.5,1.7320508075688772,4,2.5,1.2909944487358054,4,3.25,1.2583057392117916,4,2.5,1.9148542155126762,4,2.0,1.1547005383792515,4,3.75,1.5,4,3.0,1.8257418583505538,4,2.5,1.7320508075688772,4,3.25,1.707825127659933,4,2.75,1.5,4,3.0,0.0,4,2.0,0.816496580927726,4,2.25,1.5,4,3.25,1.2583057392117916,4,3.0,0.816496580927726,4,3.0,1.4142135623730951,4,2.25,0.9574271077563381,4,3.25,1.5,4,2.8125,1.3526311534454456,0.3625,0.275,4,False,False,False
