response_id,respondent_id,timestamp,department,department_ja,role,role_ja,usage_frequency,usage_frequency_ja,incident_experience,vendor_id,vendor_name,performance_incident_response_speed,performance_sla_achievement,performance_problem_resolution,performance_communication_speed,performance_availability_maintenance,technical_expertise,technical_troubleshooting,technical_new_tech_adaptation,technical_documentation_quality,technical_proposal,business_process_understanding,business_impact_consideration,business_prioritization,business_stakeholder_management,business_cost_awareness,improvement_proposal_quality,improvement_proposal_frequency,improvement_proactive_attitude,improvement_innovation,improvement_long_term_perspective,comment,performance_incident_response_speed_z,performance_sla_achievement_z,performance_problem_resolution_z,performance_communication_speed_z,performance_availability_maintenance_z,technical_expertise_z,technical_troubleshooting_z,technical_new_tech_adaptation_z,technical_documentation_quality_z,technical_proposal_z,business_process_understanding_z,business_impact_consideration_z,business_prioritization_z,business_stakeholder_management_z,business_cost_awareness_z,improvement_proposal_quality_z,improvement_proposal_frequency_z,improvement_proactive_attitude_z,improvement_innovation_z,improvement_long_term_perspective_z,performance_incident_response_speed_z5,performance_sla_achievement_z5,performance_problem_resolution_z5,performance_communication_speed_z5,performance_availability_maintenance_z5,technical_expertise_z5,technical_troubleshooting_z5,technical_new_tech_adaptation_z5,technical_documentation_quality_z5,technical_proposal_z5,business_process_understanding_z5,business_impact_consideration_z5,business_prioritization_z5,business_stakeholder_management_z5,business_cost_awareness_z5,improvement_proposal_quality_z5,improvement_proposal_frequency_z5,improvement_proactive_attitude_z5,improvement_innovation_z5,improvement_long_term_perspective_z5
1031,258,2025-11-17 00:12:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,C,C社,5,5,2,2,4,1,1,3,3,4,5,2,5,5,2,1,3,3,4,4,今後も継続して利用したいと思います。,1.0954451150103321,0.7833494518006403,0.26111648393354675,-0.6063390625908325,1.3055824196677337,-1.02469507659596,-1.4527439954372792,0.0,0.0,0.0,1.5,-1.3055824196677337,0.7833494518006402,1.414213562373095,-0.13206763594884358,-0.8660254037844387,0.1986798535597566,-0.8660254037844387,-0.8660254037844385,0.5477225575051661,4.460593486680443,4.044465935734187,3.3481553119113956,2.1915479165455567,4.740776559556978,1.6337398978720539,1.0630080060836284,3.0,3.0,3.0,5.0,1.2592234404430223,4.044465935734187,4.885618083164125,2.8239098187348755,1.8452994616207488,3.2649064714130085,1.8452994616207488,1.845299461620749,3.7302967433402214
1032,258,2025-11-23 01:40:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,D,D社,2,4,1,5,2,5,4,3,1,3,3,4,3,2,1,2,1,4,4,5,,-0.5477225575051661,-0.26111648393354675,-0.7833494518006403,0.8488746876271654,-0.7833494518006403,1.3174650984805198,0.13206763594884355,0.0,-1.224744871391589,-1.2247448713915892,-0.5,0.7833494518006403,-0.26111648393354675,-0.7071067811865475,-0.6603381797442178,-0.2886751345948129,-1.390758974918296,0.8660254037844387,-0.8660254037844385,1.0954451150103321,2.2697032566597786,2.6518446880886044,1.9555340642658132,4.1318329168362204,1.9555340642658132,4.7566201313073595,3.1760901812651245,3.0,1.3670068381445486,1.3670068381445484,2.3333333333333335,4.044465935734187,2.6518446880886044,2.0571909584179373,2.119549093674377,2.61509982054025,1.1456547001089392,4.1547005383792515,1.845299461620749,4.460593486680443
1033,259,2025-11-22 02:13:39,hr,人事部門,manager,マネージャー,high,高頻度,False,A,A社,1,4,5,4,2,2,5,1,5,2,4,1,1,5,4,2,2,4,4,1,,-0.8333333333333334,0.5,1.02469507659596,0.8660254037844387,-0.3872983346207417,0.0,1.390758974918296,-1.1666666666666667,0.8660254037844387,0.8660254037844387,0.7071067811865475,-0.5,-0.7833494518006403,0.8660254037844387,0.43915503282683993,0.0,-1.414213562373095,0.3872983346207417,1.224744871391589,-1.0954451150103321,1.8888888888888893,3.6666666666666665,4.366260102127946,4.1547005383792515,2.483602220505678,3.0,4.85434529989106,1.4444444444444449,4.1547005383792515,4.1547005383792515,3.942809041582063,2.3333333333333335,1.9555340642658132,4.1547005383792515,3.58554004376912,3.0,1.114381916835874,3.516397779494322,4.632993161855452,1.5394065133195576
1034,259,2025-11-23 00:07:39,hr,人事部門,manager,マネージャー,high,高頻度,False,B,B社,3,4,3,4,4,2,3,4,4,1,4,1,2,3,5,3,5,2,2,4,全体的に満足していますが、ドキュメントの質を向上してほしいです。,0.5,0.5,-0.14638501094227999,0.8660254037844387,1.161895003862225,0.0,-0.1986798535597566,0.8333333333333334,0.2886751345948129,-0.8660254037844387,0.7071067811865475,-0.5,0.26111648393354675,-0.8660254037844387,1.02469507659596,1.224744871391589,0.7071067811865475,-1.161895003862225,-1.224744871391589,0.5477225575051661,3.6666666666666665,3.6666666666666665,2.8048199854102935,4.1547005383792515,4.549193338482967,3.0,2.7350935285869915,4.111111111111111,3.38490017945975,1.8452994616207488,3.942809041582063,2.3333333333333335,3.3481553119113956,1.8452994616207488,4.366260102127946,4.632993161855452,3.942809041582063,1.4508066615170336,1.3670068381445486,3.7302967433402214
1035,259,2025-11-06 06:25:39,hr,人事部門,manager,マネージャー,high,高頻度,False,C,C社,4,4,4,2,1,1,3,4,1,1,1,4,3,3,1,2,5,3,3,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。,1.1666666666666667,0.5,0.43915503282683993,-0.8660254037844387,-1.161895003862225,-1.224744871391589,-0.1986798535597566,0.8333333333333334,-1.4433756729740645,-0.8660254037844387,-1.414213562373095,1.5,1.3055824196677337,-0.8660254037844387,-1.3174650984805198,0.0,0.7071067811865475,-0.3872983346207417,0.0,-0.5477225575051661,4.555555555555555,3.6666666666666665,3.58554004376912,1.8452994616207488,1.4508066615170336,1.3670068381445486,2.7350935285869915,4.111111111111111,1.075499102701248,1.8452994616207488,1.114381916835874,5.0,4.740776559556978,1.8452994616207488,1.2433798686926407,3.0,3.942809041582063,2.483602220505678,3.0,2.2697032566597786
1036,259,2025-11-23 04:10:39,hr,人事部門,manager,マネージャー,high,高頻度,False,D,D社,1,1,1,2,3,3,2,2,4,2,3,1,1,5,3,1,4,5,3,5,,-0.8333333333333334,-1.5,-1.3174650984805198,-0.8660254037844387,0.3872983346207417,1.224744871391589,-0.9933992677987828,-0.5,0.2886751345948129,0.8660254037844387,0.0,-0.5,-0.7833494518006403,0.8660254037844387,-0.14638501094227999,-1.224744871391589,0.0,1.161895003862225,0.0,1.0954451150103321,1.8888888888888893,1.0000000000000007,1.2433798686926407,1.8452994616207488,3.516397779494322,4.632993161855452,1.6754676429349566,2.3333333333333335,3.38490017945975,4.1547005383792515,3.0,2.3333333333333335,1.9555340642658132,4.1547005383792515,2.8048199854102935,1.3670068381445486,3.0,4.549193338482967,3.0,4.460593486680443
1037,260,2025-10-25 23:33:39,it,IT部門,manager,マネージャー,medium,中頻度,True,A,A社,2,3,5,3,5,2,3,1,3,3,4,3,4,1,5,5,2,3,1,4,一部対応に遅れが見られることがあります。,-0.5,0.1986798535597566,1.390758974918296,1.5,0.8660254037844387,-0.9933992677987828,-0.7833494518006403,-0.8488746876271654,-0.8660254037844387,0.1986798535597566,0.0,0.0,1.414213562373095,-0.7833494518006403,0.8660254037844387,0.9933992677987828,-0.5477225575051661,0.7833494518006402,-1.1666666666666667,0.5477225575051661,2.3333333333333335,3.2649064714130085,4.85434529989106,5.0,4.1547005383792515,1.6754676429349566,1.9555340642658132,1.8681670831637798,1.8452994616207488,3.2649064714130085,3.0,3.0,4.885618083164125,1.9555340642658132,4.1547005383792515,4.324532357065044,2.2697032566597786,4.044465935734187,1.4444444444444449,3.7302967433402214
1038,260,2025-11-12 08:20:39,it,IT部門,manager,マネージャー,medium,中頻度,True,B,B社,3,3,3,1,4,3,5,1,5,4,4,3,1,1,1,2,1,3,4,1,改善提案が的確で、ビジネスに貢献してくれています。,1.5,0.1986798535597566,-0.1986798535597566,-0.5,-0.8660254037844387,-0.1986798535597566,1.3055824196677337,-0.8488746876271654,0.8660254037844387,0.9933992677987828,0.0,0.0,-0.7071067811865475,-0.7833494518006403,-0.8660254037844387,-1.390758974918296,-1.0954451150103321,0.7833494518006402,0.8333333333333334,-1.0954451150103321,5.0,3.2649064714130085,2.7350935285869915,2.3333333333333335,1.8452994616207488,2.7350935285869915,4.740776559556978,1.8681670831637798,4.1547005383792515,4.324532357065044,3.0,3.0,2.0571909584179373,1.9555340642658132,1.8452994616207488,1.1456547001089392,1.5394065133195576,4.044465935734187,4.111111111111111,1.5394065133195576
1039,260,2025-11-23 04:32:39,it,IT部門,manager,マネージャー,medium,中頻度,True,C,C社,2,4,2,1,4,5,3,4,3,1,5,2,1,2,5,4,5,1,4,5,,-0.5,0.9933992677987828,-0.9933992677987828,-0.5,-0.8660254037844387,1.390758974918296,-0.7833494518006403,0.6063390625908325,-0.8660254037844387,-1.390758974918296,1.224744871391589,-1.224744871391589,-0.7071067811865475,0.26111648393354675,0.8660254037844387,0.1986798535597566,1.0954451150103321,-1.3055824196677337,0.8333333333333334,1.0954451150103321,2.3333333333333335,4.324532357065044,1.6754676429349566,2.3333333333333335,1.8452994616207488,4.85434529989106,1.9555340642658132,3.8084520834544433,1.8452994616207488,1.1456547001089392,4.632993161855452,1.3670068381445486,2.0571909584179373,3.3481553119113956,4.1547005383792515,3.2649064714130085,4.460593486680443,1.2592234404430223,4.111111111111111,4.460593486680443
1040,260,2025-11-08 09:48:39,it,IT部門,manager,マネージャー,medium,中頻度,True,D,D社,2,1,3,1,5,3,4,5,5,3,3,4,2,3,1,4,4,2,2,2,,-0.5,-1.390758974918296,-0.1986798535597566,-0.5,0.8660254037844387,-0.1986798535597566,0.26111648393354675,1.0914103126634984,0.8660254037844387,0.1986798535597566,-1.224744871391589,1.224744871391589,0.0,1.3055824196677337,-0.8660254037844387,0.1986798535597566,0.5477225575051661,-0.26111648393354675,-0.5,-0.5477225575051661,2.3333333333333335,1.1456547001089392,2.7350935285869915,2.3333333333333335,4.1547005383792515,2.7350935285869915,3.3481553119113956,4.455213750217998,4.1547005383792515,3.2649064714130085,1.3670068381445486,4.632993161855452,3.0,4.740776559556978,1.8452994616207488,3.2649064714130085,3.7302967433402214,2.6518446880886044,2.3333333333333335,2.2697032566597786
1041,261,2025-11-10 07:10:39,sales,営業部門,executive,役員,high,高頻度,True,A,A社,3,4,2,4,2,4,2,4,2,2,5,2,3,1,1,2,3,5,4,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。,0.7833494518006403,0.8333333333333334,0.8660254037844387,0.9933992677987828,-0.7071067811865475,1.224744871391589,-1.414213562373095,0.5,-1.5,-0.9933992677987828,0.8660254037844387,-1.5,-0.5,-1.161895003862225,-0.8333333333333334,-0.6063390625908326,0.0,0.5,0.5000000000000001,1.390758974918296,4.044465935734187,4.111111111111111,4.1547005383792515,4.324532357065044,2.0571909584179373,4.632993161855452,1.114381916835874,3.6666666666666665,1.0000000000000007,1.6754676429349566,4.1547005383792515,1.0000000000000007,2.3333333333333335,1.4508066615170336,1.8888888888888893,2.1915479165455567,3.0,3.6666666666666665,3.6666666666666665,4.85434529989106
1042,261,2025-11-24 02:08:39,sales,営業部門,executive,役員,high,高頻度,True,B,B社,2,1,2,1,3,3,4,4,3,5,2,3,4,3,4,1,3,5,4,2,,-0.26111648393354675,-1.1666666666666667,0.8660254037844387,-1.390758974918296,0.0,0.0,0.0,0.5,0.5,1.390758974918296,-0.8660254037844387,0.5,1.5,0.3872983346207417,1.1666666666666667,-1.0914103126634986,0.0,0.5,0.5000000000000001,-0.9933992677987828,2.6518446880886044,1.4444444444444449,4.1547005383792515,1.1456547001089392,3.0,3.0,3.0,3.6666666666666665,3.6666666666666665,4.85434529989106,1.8452994616207488,3.6666666666666665,5.0,3.516397779494322,4.555555555555555,1.5447862497820024,3.0,3.6666666666666665,3.6666666666666665,1.6754676429349566
1043,261,2025-11-10 06:31:39,sales,営業部門,executive,役員,high,高頻度,True,C,C社,3,4,1,3,2,2,5,4,3,3,5,3,3,2,1,5,1,5,3,3,技術的な知識が豊富で、安心して任せられます。,0.7833494518006403,0.8333333333333334,-0.8660254037844387,0.1986798535597566,-0.7071067811865475,-1.224744871391589,0.7071067811865475,0.5,0.5,-0.1986798535597566,0.8660254037844387,0.5,-0.5,-0.3872983346207417,-0.8333333333333334,0.8488746876271656,-1.224744871391589,0.5,-1.5000000000000002,-0.1986798535597566,4.044465935734187,4.111111111111111,1.8452994616207488,3.2649064714130085,2.0571909584179373,1.3670068381445486,3.942809041582063,3.6666666666666665,3.6666666666666665,2.7350935285869915,4.1547005383792515,3.6666666666666665,2.3333333333333335,2.483602220505678,1.8888888888888893,4.1318329168362204,1.3670068381445486,3.6666666666666665,1.0000000000000002,2.7350935285869915
1044,261,2025-10-31 00:35:39,sales,営業部門,executive,役員,high,高頻度,True,D,D社,1,2,1,3,5,3,5,3,3,3,2,3,3,4,3,5,5,4,4,3,,-1.3055824196677337,-0.5,-0.8660254037844387,0.1986798535597566,1.414213562373095,0.0,0.7071067811865475,-1.5,0.5,-0.1986798535597566,-0.8660254037844387,0.5,-0.5,1.161895003862225,0.5,0.8488746876271656,1.224744871391589,-1.5,0.5000000000000001,-0.1986798535597566,1.2592234404430223,2.3333333333333335,1.8452994616207488,3.2649064714130085,4.885618083164125,3.0,3.942809041582063,1.0000000000000007,3.6666666666666665,2.7350935285869915,1.8452994616207488,3.6666666666666665,2.3333333333333335,4.549193338482967,3.6666666666666665,4.1318329168362204,4.632993161855452,1.0000000000000007,3.6666666666666665,2.7350935285869915
1045,262,2025-10-30 06:55:39,it,IT部門,specialist,スペシャリスト,medium,中頻度,False,A,A社,3,2,3,1,5,3,3,1,1,5,2,5,4,3,4,1,3,2,2,2,コミュニケーションが取りやすく、信頼できるパートナーです。,-0.5000000000000001,-1.161895003862225,-0.7833494518006403,-1.224744871391589,0.5,0.0,0.26111648393354675,-1.02469507659596,-1.5,1.3055824196677337,-0.5,1.4433756729740645,0.1986798535597566,-0.7833494518006403,1.224744871391589,-1.414213562373095,-1.224744871391589,-0.5477225575051661,-0.8660254037844387,-0.3872983346207417,2.3333333333333335,1.4508066615170336,1.9555340642658132,1.3670068381445486,3.6666666666666665,3.0,3.3481553119113956,1.6337398978720539,1.0000000000000007,4.740776559556978,2.3333333333333335,4.924500897298753,3.2649064714130085,1.9555340642658132,4.632993161855452,1.114381916835874,1.3670068381445486,2.2697032566597786,1.8452994616207488,2.483602220505678
1046,262,2025-11-02 01:14:39,it,IT部門,specialist,スペシャリスト,medium,中頻度,False,B,B社,3,5,5,2,3,4,1,3,5,3,3,1,4,4,3,4,4,1,2,4,,-0.5000000000000001,1.161895003862225,1.3055824196677337,0.0,-1.5,0.7071067811865475,-0.7833494518006403,0.14638501094227999,0.5,0.26111648393354675,1.5,-0.8660254037844387,0.1986798535597566,0.26111648393354675,0.0,0.7071067811865475,0.0,-1.0954451150103321,-0.8660254037844387,1.161895003862225,2.3333333333333335,4.549193338482967,4.740776559556978,3.0,1.0000000000000007,3.942809041582063,1.9555340642658132,3.1951800145897065,3.6666666666666665,3.3481553119113956,5.0,1.8452994616207488,3.2649064714130085,3.3481553119113956,3.0,3.942809041582063,3.0,1.5394065133195576,1.8452994616207488,4.549193338482967
1047,262,2025-11-17 05:04:39,it,IT部門,specialist,スペシャリスト,medium,中頻度,False,C,C社,4,4,3,3,5,4,1,5,5,1,2,2,2,3,3,4,4,4,5,1,,1.5000000000000002,0.3872983346207417,-0.7833494518006403,1.224744871391589,0.5,0.7071067811865475,-0.7833494518006403,1.3174650984805198,0.5,-0.7833494518006403,-0.5,-0.2886751345948129,-1.390758974918296,-0.7833494518006403,0.0,0.7071067811865475,0.0,0.5477225575051661,0.8660254037844387,-1.161895003862225,5.0,3.516397779494322,1.9555340642658132,4.632993161855452,3.6666666666666665,3.942809041582063,1.9555340642658132,4.7566201313073595,3.6666666666666665,1.9555340642658132,2.3333333333333335,2.61509982054025,1.1456547001089392,1.9555340642658132,3.0,3.942809041582063,3.0,3.7302967433402214,4.1547005383792515,1.4508066615170336
1048,262,2025-11-03 08:57:39,it,IT部門,specialist,スペシャリスト,medium,中頻度,False,D,D社,3,3,4,2,5,1,5,2,5,1,2,2,5,5,2,3,5,5,5,3,,-0.5000000000000001,-0.3872983346207417,0.26111648393354675,0.0,0.5,-1.414213562373095,1.3055824196677337,-0.43915503282683993,0.5,-0.7833494518006403,-0.5,-0.2886751345948129,0.9933992677987828,1.3055824196677337,-1.224744871391589,0.0,1.224744871391589,1.0954451150103321,0.8660254037844387,0.3872983346207417,2.3333333333333335,2.483602220505678,3.3481553119113956,3.0,3.6666666666666665,1.114381916835874,4.740776559556978,2.41445995623088,3.6666666666666665,1.9555340642658132,2.3333333333333335,2.61509982054025,4.324532357065044,4.740776559556978,1.3670068381445486,3.0,4.632993161855452,4.460593486680443,4.1547005383792515,3.516397779494322
1049,263,2025-11-18 02:25:39,logistics,物流部門,staff,一般社員,medium,中頻度,True,A,A社,3,5,2,4,3,2,5,5,1,1,5,3,2,4,3,2,1,4,1,4,,-0.14638501094227999,0.7071067811865475,-0.2886751345948129,1.161895003862225,-0.26111648393354675,-0.38729833462074176,0.5,0.8488746876271654,-1.3174650984805198,-1.5,1.390758974918296,0.0,0.0,0.0,-0.14638501094227999,-0.5,-1.1666666666666667,-0.8660254037844385,-1.224744871391589,0.0,2.8048199854102935,3.942809041582063,2.61509982054025,4.549193338482967,2.6518446880886044,2.483602220505678,3.6666666666666665,4.1318329168362204,1.2433798686926407,1.0000000000000007,4.85434529989106,3.0,3.0,3.0,2.8048199854102935,2.3333333333333335,1.4444444444444449,1.845299461620749,1.3670068381445486,3.0
1050,263,2025-11-13 10:11:39,logistics,物流部門,staff,一般社員,medium,中頻度,True,B,B社,1,2,2,3,4,1,2,1,5,3,3,5,4,5,1,2,4,4,2,5,,-1.3174650984805198,-1.414213562373095,-0.2886751345948129,0.3872983346207417,0.7833494518006403,-1.1618950038622253,-1.5,-1.0914103126634984,1.02469507659596,0.5,-0.1986798535597566,1.414213562373095,1.414213562373095,0.7071067811865475,-1.3174650984805198,-0.5,0.8333333333333334,-0.8660254037844385,0.0,1.224744871391589,1.2433798686926407,1.114381916835874,2.61509982054025,3.516397779494322,4.044465935734187,1.4508066615170334,1.0000000000000007,1.5447862497820024,4.366260102127946,3.6666666666666665,2.7350935285869915,4.885618083164125,4.885618083164125,3.942809041582063,1.2433798686926407,2.3333333333333335,4.111111111111111,1.845299461620749,3.0,4.632993161855452
1051,263,2025-11-06 05:46:39,logistics,物流部門,staff,一般社員,medium,中頻度,True,C,C社,4,4,1,2,2,4,5,2,3,3,3,2,1,5,5,4,2,5,2,3,技術的な知識が豊富で、安心して任せられます。,0.43915503282683993,0.0,-0.8660254037844387,-0.3872983346207417,-1.3055824196677337,1.1618950038622253,0.5,-0.6063390625908325,-0.14638501094227999,0.5,-0.1986798535597566,-0.7071067811865475,-0.7071067811865475,0.7071067811865475,1.02469507659596,1.5,-0.5,0.8660254037844385,0.0,-1.224744871391589,3.58554004376912,3.0,1.8452994616207488,2.483602220505678,1.2592234404430223,4.549193338482967,3.6666666666666665,2.1915479165455567,2.8048199854102935,3.6666666666666665,2.7350935285869915,2.0571909584179373,2.0571909584179373,3.942809041582063,4.366260102127946,5.0,2.3333333333333335,4.154700538379251,3.0,1.3670068381445486
1052,263,2025-11-04 00:39:39,logistics,物流部門,staff,一般社員,medium,中頻度,True,D,D社,5,5,5,1,4,3,5,5,4,3,2,2,1,2,4,2,4,5,3,4,,1.02469507659596,0.7071067811865475,1.4433756729740645,-1.161895003862225,0.7833494518006403,0.38729833462074176,0.5,0.8488746876271654,0.43915503282683993,0.5,-0.9933992677987828,-0.7071067811865475,-0.7071067811865475,-1.414213562373095,0.43915503282683993,-0.5,0.8333333333333334,0.8660254037844385,1.224744871391589,0.0,4.366260102127946,3.942809041582063,4.924500897298753,1.4508066615170336,4.044465935734187,3.516397779494322,3.6666666666666665,4.1318329168362204,3.58554004376912,3.6666666666666665,1.6754676429349566,2.0571909584179373,2.0571909584179373,1.114381916835874,3.58554004376912,2.3333333333333335,4.111111111111111,4.154700538379251,4.632993161855452,3.0
1053,264,2025-11-15 00:25:39,sales,営業部門,specialist,スペシャリスト,high,高頻度,True,A,A社,1,4,1,4,4,4,2,1,2,2,5,5,3,2,4,1,1,1,5,1,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。,-0.7833494518006402,0.5,-1.390758974918296,0.13206763594884358,0.7833494518006403,0.43915503282683993,-0.8660254037844387,-0.8660254037844387,-0.13206763594884358,-1.1666666666666667,,0.7833494518006403,-0.8660254037844387,0.0,0.0,-0.7833494518006403,-0.8333333333333334,-1.3055824196677337,1.224744871391589,-1.224744871391589,1.9555340642658132,3.6666666666666665,1.1456547001089392,3.1760901812651245,4.044465935734187,3.58554004376912,1.8452994616207488,1.8452994616207488,2.8239098187348755,1.4444444444444449,,4.044465935734187,1.8452994616207488,3.0,3.0,1.9555340642658132,1.8888888888888893,1.2592234404430223,4.632993161855452,1.3670068381445486
1054,264,2025-10-29 06:34:39,sales,営業部門,specialist,スペシャリスト,high,高頻度,True,B,B社,1,2,4,5,2,5,4,5,5,5,5,3,3,1,4,5,4,2,1,5,,-0.7833494518006402,-0.8333333333333334,0.9933992677987828,0.6603381797442178,-1.3055824196677337,1.02469507659596,0.8660254037844387,1.4433756729740645,1.4527439954372794,0.8333333333333334,,-0.26111648393354675,-0.8660254037844387,-0.7071067811865475,0.0,1.3055824196677337,1.1666666666666667,-0.26111648393354675,-1.224744871391589,1.224744871391589,1.9555340642658132,1.8888888888888893,4.324532357065044,3.880450906325623,1.2592234404430223,4.366260102127946,4.1547005383792515,4.924500897298753,4.936991993916372,4.111111111111111,,2.6518446880886044,1.8452994616207488,2.0571909584179373,3.0,4.740776559556978,4.555555555555555,2.6518446880886044,1.3670068381445486,4.632993161855452
1055,264,2025-11-23 02:14:39,sales,営業部門,specialist,スペシャリスト,high,高頻度,True,C,C社,5,5,3,5,4,3,4,2,1,3,5,5,5,4,5,3,3,3,3,3,,1.3055824196677337,1.1666666666666667,0.1986798535597566,0.6603381797442178,0.7833494518006403,-0.14638501094227999,0.8660254037844387,-0.2886751345948129,-0.6603381797442178,-0.5,,0.7833494518006403,0.8660254037844387,1.414213562373095,1.224744871391589,0.26111648393354675,0.5,0.7833494518006403,0.0,0.0,4.740776559556978,4.555555555555555,3.2649064714130085,3.880450906325623,4.044465935734187,2.8048199854102935,4.1547005383792515,2.61509982054025,2.119549093674377,2.3333333333333335,,4.044465935734187,4.1547005383792515,4.885618083164125,4.632993161855452,3.3481553119113956,3.6666666666666665,4.044465935734187,3.0,3.0
1056,264,2025-11-02 05:29:39,sales,営業部門,specialist,スペシャリスト,high,高頻度,True,D,D社,3,2,3,1,3,1,2,2,1,5,5,1,5,1,3,1,1,3,3,3,技術的な知識が豊富で、安心して任せられます。,0.26111648393354675,-0.8333333333333334,0.1986798535597566,-1.4527439954372794,-0.26111648393354675,-1.3174650984805198,-0.8660254037844387,-0.2886751345948129,-0.6603381797442178,0.8333333333333334,,-1.3055824196677337,0.8660254037844387,-0.7071067811865475,-1.224744871391589,-0.7833494518006403,-0.8333333333333334,0.7833494518006403,0.0,0.0,3.3481553119113956,1.8888888888888893,3.2649064714130085,1.063008006083628,2.6518446880886044,1.2433798686926407,1.8452994616207488,2.61509982054025,2.119549093674377,4.111111111111111,,1.2592234404430223,4.1547005383792515,2.0571909584179373,1.3670068381445486,1.9555340642658132,1.8888888888888893,4.044465935734187,3.0,3.0
1057,265,2025-11-08 03:35:39,sales,営業部門,manager,マネージャー,high,高頻度,True,A,A社,2,1,5,4,2,3,2,5,5,4,1,2,5,4,2,1,3,3,5,1,コミュニケーションが取りやすく、信頼できるパートナーです。,-0.8333333333333334,-1.1618950038622253,1.0914103126634984,,-0.5477225575051661,-0.3872983346207417,-1.5,0.5,0.6603381797442178,0.5477225575051661,-1.5,0.8660254037844387,0.6603381797442178,1.5,0.0,-0.6603381797442178,0.0,-0.14638501094227999,0.8333333333333334,-1.224744871391589,1.8888888888888893,1.4508066615170334,4.455213750217998,,2.2697032566597786,2.483602220505678,1.0000000000000007,3.6666666666666665,3.880450906325623,3.7302967433402214,1.0000000000000007,4.1547005383792515,3.880450906325623,5.0,3.0,2.119549093674377,3.0,2.8048199854102935,4.111111111111111,1.3670068381445486
1058,265,2025-11-03 09:00:39,sales,営業部門,manager,マネージャー,high,高頻度,True,B,B社,4,2,1,4,1,5,4,3,4,1,2,1,5,2,1,1,3,1,3,2,,0.5,-0.38729833462074176,-0.8488746876271654,,-1.0954451150103321,1.161895003862225,0.5,-1.5,0.13206763594884358,-1.0954451150103321,0.5,-0.8660254037844387,0.6603381797442178,-0.5,-0.7071067811865475,-0.6603381797442178,0.0,-1.3174650984805198,-0.5,0.0,3.6666666666666665,2.483602220505678,1.8681670831637798,,1.5394065133195576,4.549193338482967,3.6666666666666665,1.0000000000000007,3.1760901812651245,1.5394065133195576,3.6666666666666665,1.8452994616207488,3.880450906325623,2.3333333333333335,2.0571909584179373,2.119549093674377,3.0,1.2433798686926407,2.3333333333333335,3.0
1059,265,2025-11-11 23:30:39,sales,営業部門,manager,マネージャー,high,高頻度,True,C,C社,2,4,1,4,4,4,4,5,5,2,2,2,1,2,4,2,5,4,5,3,,-0.8333333333333334,1.1618950038622253,-0.8488746876271654,,0.5477225575051661,0.3872983346207417,0.5,0.5,0.6603381797442178,-0.5477225575051661,0.5,0.8660254037844387,-1.4527439954372792,-0.5,1.414213562373095,-0.13206763594884358,1.224744871391589,0.43915503282683993,0.8333333333333334,1.224744871391589,1.8888888888888893,4.549193338482967,1.8681670831637798,,3.7302967433402214,3.516397779494322,3.6666666666666665,3.6666666666666665,3.880450906325623,2.2697032566597786,3.6666666666666665,4.1547005383792515,1.0630080060836284,2.3333333333333335,4.885618083164125,2.8239098187348755,4.632993161855452,3.58554004376912,4.111111111111111,4.632993161855452
1060,265,2025-11-14 04:58:39,sales,営業部門,manager,マネージャー,high,高頻度,True,D,D社,5,3,4,4,5,2,4,5,1,5,2,1,4,2,1,5,1,5,2,2,,1.1666666666666667,0.38729833462074176,0.6063390625908325,,1.0954451150103321,-1.161895003862225,0.5,0.5,-1.4527439954372794,1.0954451150103321,0.5,-0.8660254037844387,0.13206763594884355,-0.5,-0.7071067811865475,1.4527439954372794,-1.224744871391589,1.02469507659596,-1.1666666666666667,0.0,4.555555555555555,3.516397779494322,3.8084520834544433,,4.460593486680443,1.4508066615170336,3.6666666666666665,3.6666666666666665,1.063008006083628,4.460593486680443,3.6666666666666665,1.8452994616207488,3.1760901812651245,2.3333333333333335,2.0571909584179373,4.936991993916372,1.3670068381445486,4.366260102127946,1.4444444444444449,3.0
1061,266,2025-10-31 23:56:39,hr,人事部門,staff,一般社員,high,高頻度,False,A,A社,1,2,3,5,2,2,4,5,2,1,3,2,5,4,3,3,3,2,2,1,,-0.5,-0.43915503282683993,0.0,1.1666666666666667,-0.13206763594884358,-0.5,1.161895003862225,1.161895003862225,-0.8333333333333334,-0.7833494518006403,-0.5,-1.161895003862225,0.8488746876271654,0.5477225575051661,0.0,0.5000000000000001,-0.8660254037844387,-0.5,-1.390758974918296,-0.8333333333333334,2.3333333333333335,2.41445995623088,3.0,4.555555555555555,2.8239098187348755,2.3333333333333335,4.549193338482967,4.549193338482967,1.8888888888888893,1.9555340642658132,2.3333333333333335,1.4508066615170336,4.1318329168362204,3.7302967433402214,3.0,3.6666666666666665,1.8452994616207488,2.3333333333333335,1.1456547001089392,1.8888888888888893
