response_id,respondent_id,timestamp,department,department_ja,role,role_ja,usage_frequency,usage_frequency_ja,incident_experience,vendor_id,vendor_name,performance_incident_response_speed,performance_sla_achievement,performance_problem_resolution,performance_communication_speed,performance_availability_maintenance,technical_expertise,technical_troubleshooting,technical_new_tech_adaptation,technical_documentation_quality,technical_proposal,business_process_understanding,business_impact_consideration,business_prioritization,business_stakeholder_management,business_cost_awareness,improvement_proposal_quality,improvement_proposal_frequency,improvement_proactive_attitude,improvement_innovation,improvement_long_term_perspective,comment
906,227,2025-10-30 08:51:39,hr,人事部門,specialist,スペシャリスト,low,低頻度,True,B,B社,2,3,1,2,5,1,3,4,1,5,5,1,3,5,1,3,4,5,2,4,
907,227,2025-10-29 01:56:39,hr,人事部門,specialist,スペシャリスト,low,低頻度,True,C,C社,5,1,4,4,1,2,2,5,1,4,3,4,5,2,1,1,4,2,1,4,
908,227,2025-11-13 08:35:39,hr,人事部門,specialist,スペシャリスト,low,低頻度,True,D,D社,3,4,2,1,4,4,5,5,2,5,2,1,1,1,5,1,3,1,5,3,
909,228,2025-11-20 08:16:39,logistics,物流部門,staff,一般社員,medium,中頻度,False,A,A社,1,4,5,5,1,5,5,1,2,4,1,1,1,5,1,5,2,1,5,4,
910,228,2025-11-19 23:19:39,logistics,物流部門,staff,一般社員,medium,中頻度,False,B,B社,2,1,5,1,4,2,4,2,5,4,5,4,5,1,2,1,5,5,3,4,
911,228,2025-10-26 10:03:39,logistics,物流部門,staff,一般社員,medium,中頻度,False,C,C社,4,1,2,1,2,2,4,5,5,1,5,1,1,1,3,4,4,1,3,3,
912,228,2025-11-12 03:55:39,logistics,物流部門,staff,一般社員,medium,中頻度,False,D,D社,3,3,1,5,5,1,3,4,4,2,2,2,4,5,2,4,4,1,1,5,
913,229,2025-10-31 08:40:39,logistics,物流部門,leader,リーダー,medium,中頻度,True,A,A社,3,5,4,4,5,5,4,4,1,3,5,5,1,4,5,1,5,5,1,4,もう少しコストを抑えられると助かります。
914,229,2025-11-13 09:15:39,logistics,物流部門,leader,リーダー,medium,中頻度,True,B,B社,1,3,5,3,1,2,2,3,2,2,5,3,2,2,2,4,2,5,1,4,
915,229,2025-11-09 09:48:39,logistics,物流部門,leader,リーダー,medium,中頻度,True,C,C社,4,1,4,3,2,3,3,4,4,3,2,1,3,5,3,5,1,1,5,2,改善提案が的確で、ビジネスに貢献してくれています。
916,229,2025-11-03 09:33:39,logistics,物流部門,leader,リーダー,medium,中頻度,True,D,D社,5,4,2,5,3,2,5,5,1,1,4,4,1,1,2,2,5,4,5,5,
917,230,2025-11-09 03:05:39,finance,経理財務部門,staff,一般社員,high,高頻度,True,A,A社,3,3,4,4,5,3,3,5,4,3,2,2,1,2,1,1,1,2,4,3,技術的な知識が豊富で、安心して任せられます。
918,230,2025-11-19 09:39:39,finance,経理財務部門,staff,一般社員,high,高頻度,True,B,B社,1,5,2,2,2,4,1,4,4,4,5,1,2,5,5,3,4,1,4,2,
919,230,2025-11-03 06:18:39,finance,経理財務部門,staff,一般社員,high,高頻度,True,C,C社,5,3,1,5,2,3,3,1,5,5,2,5,2,4,1,4,1,1,4,2,一部対応に遅れが見られることがあります。
920,230,2025-11-15 23:24:39,finance,経理財務部門,staff,一般社員,high,高頻度,True,D,D社,4,2,2,3,1,3,4,2,4,3,5,5,1,5,1,4,1,4,3,5,一部対応に遅れが見られることがあります。
921,231,2025-11-08 05:44:39,hr,人事部門,specialist,スペシャリスト,low,低頻度,False,A,A社,3,3,2,4,2,1,2,5,5,2,3,4,4,5,5,2,5,3,5,4,
922,231,2025-11-08 02:35:39,hr,人事部門,specialist,スペシャリスト,low,低頻度,False,B,B社,5,1,5,1,2,2,5,4,1,1,3,1,1,3,5,5,4,3,1,3,
923,231,2025-11-13 01:34:39,hr,人事部門,specialist,スペシャリスト,low,低頻度,False,C,C社,5,4,4,4,3,4,5,4,1,1,1,1,4,2,4,4,2,2,1,5,
924,231,2025-11-21 05:00:39,hr,人事部門,specialist,スペシャリスト,low,低頻度,False,D,D社,5,4,5,4,1,2,4,5,5,5,2,1,3,5,3,3,3,5,4,2,
925,232,2025-11-21 04:39:39,sales,営業部門,executive,役員,medium,中頻度,False,A,A社,3,1,3,3,1,3,4,3,3,4,2,5,5,1,1,2,1,1,3,1,
926,232,2025-10-29 04:46:39,sales,営業部門,executive,役員,medium,中頻度,False,B,B社,3,2,2,3,2,3,4,2,4,4,3,1,3,1,1,4,4,4,3,3,
927,232,2025-11-11 00:34:39,sales,営業部門,executive,役員,medium,中頻度,False,C,C社,2,1,3,2,3,2,1,5,1,1,3,1,1,3,5,3,3,5,4,1,
928,232,2025-11-01 06:21:39,sales,営業部門,executive,役員,medium,中頻度,False,D,D社,4,3,5,2,4,4,2,4,4,4,3,1,1,1,5,4,2,5,1,4,
929,233,2025-11-02 06:29:39,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False,A,A社,1,1,4,5,5,4,1,3,3,5,1,1,4,5,2,3,3,3,3,5,
930,233,2025-10-29 00:17:39,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False,B,B社,5,1,5,1,1,1,4,5,4,1,1,4,2,2,1,2,2,1,2,4,
931,233,2025-11-03 06:09:39,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False,C,C社,2,2,4,2,3,3,2,2,3,4,4,5,4,3,1,5,3,2,4,5,
932,233,2025-11-13 05:29:39,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False,D,D社,1,3,4,3,3,3,4,3,2,3,2,3,2,3,5,1,2,4,1,2,もう少しコストを抑えられると助かります。
933,234,2025-11-24 02:06:39,business,業務部門,executive,役員,medium,中頻度,False,A,A社,2,5,1,4,2,1,2,4,3,3,1,4,2,4,1,1,1,1,2,4,
934,234,2025-11-04 09:00:39,business,業務部門,executive,役員,medium,中頻度,False,B,B社,3,5,2,5,5,2,5,1,1,4,5,1,2,4,3,5,3,5,5,1,
935,234,2025-11-04 03:02:39,business,業務部門,executive,役員,medium,中頻度,False,C,C社,5,4,5,2,1,3,1,2,5,3,2,3,2,2,4,4,2,5,1,2,
936,234,2025-10-30 06:46:39,business,業務部門,executive,役員,medium,中頻度,False,D,D社,1,1,4,4,4,2,4,3,5,5,4,2,1,2,5,2,4,2,2,5,
937,235,2025-11-08 07:10:39,it,IT部門,manager,マネージャー,high,高頻度,False,A,A社,1,4,5,4,2,4,4,5,4,2,3,3,5,3,5,3,5,3,5,2,改善提案が的確で、ビジネスに貢献してくれています。
938,235,2025-11-03 06:15:39,it,IT部門,manager,マネージャー,high,高頻度,False,B,B社,1,2,5,2,1,5,3,5,2,5,4,4,5,5,1,2,3,2,3,1,
939,235,2025-10-27 05:46:39,it,IT部門,manager,マネージャー,high,高頻度,False,C,C社,1,5,4,1,1,1,5,3,4,5,2,5,3,5,4,5,3,2,1,3,
940,235,2025-11-08 02:27:39,it,IT部門,manager,マネージャー,high,高頻度,False,D,D社,1,1,3,1,3,3,4,5,3,4,3,4,3,4,4,4,3,1,1,5,
941,236,2025-11-12 04:17:39,it,IT部門,leader,リーダー,low,低頻度,False,A,A社,2,2,2,5,5,1,1,3,5,5,4,5,3,2,5,4,3,3,3,3,
942,236,2025-10-26 03:45:39,it,IT部門,leader,リーダー,low,低頻度,False,B,B社,5,2,2,1,4,4,5,2,3,4,4,5,4,2,5,5,5,5,1,2,
943,236,2025-11-13 09:57:39,it,IT部門,leader,リーダー,low,低頻度,False,C,C社,3,1,1,5,5,4,4,5,5,1,2,5,3,5,5,2,3,3,4,4,
944,236,2025-11-09 03:48:39,it,IT部門,leader,リーダー,low,低頻度,False,D,D社,3,2,1,3,3,4,1,2,5,4,1,2,3,4,3,1,1,1,2,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
945,237,2025-10-25 00:41:39,business,業務部門,manager,マネージャー,high,高頻度,False,A,A社,3,1,1,2,4,4,3,4,5,4,5,3,3,5,1,2,1,1,5,2,
946,237,2025-10-29 04:00:39,business,業務部門,manager,マネージャー,high,高頻度,False,B,B社,3,1,2,4,4,5,3,4,1,1,4,4,1,5,3,4,4,2,5,5,
947,237,2025-11-05 05:37:39,business,業務部門,manager,マネージャー,high,高頻度,False,C,C社,2,3,3,5,2,2,1,4,3,2,5,4,3,3,5,4,5,1,2,1,
948,237,2025-10-26 05:17:39,business,業務部門,manager,マネージャー,high,高頻度,False,D,D社,4,4,2,1,4,2,5,4,4,1,2,5,5,2,4,5,4,3,4,2,
949,238,2025-11-12 07:26:39,finance,経理財務部門,executive,役員,high,高頻度,False,A,A社,5,2,2,5,1,5,1,5,2,4,2,2,1,3,1,2,1,2,1,4,技術的な知識が豊富で、安心して任せられます。
950,238,2025-11-05 07:32:39,finance,経理財務部門,executive,役員,high,高頻度,False,B,B社,1,2,2,5,5,2,1,3,4,3,1,2,2,3,1,1,3,2,3,5,
951,238,2025-10-27 05:46:39,finance,経理財務部門,executive,役員,high,高頻度,False,C,C社,4,3,2,1,5,4,3,5,3,4,3,1,4,5,5,2,3,2,3,4,
952,238,2025-11-08 07:31:39,finance,経理財務部門,executive,役員,high,高頻度,False,D,D社,3,3,3,1,2,2,3,5,2,1,5,2,1,4,5,4,2,3,1,4,
953,239,2025-11-20 08:57:39,business,業務部門,staff,一般社員,medium,中頻度,True,A,A社,4,3,1,2,4,1,3,2,4,4,4,5,1,5,5,2,5,2,5,1,
954,239,2025-11-13 00:22:39,business,業務部門,staff,一般社員,medium,中頻度,True,B,B社,5,5,5,4,3,2,4,3,2,1,3,5,5,4,5,4,2,4,2,3,
955,239,2025-10-28 05:37:39,business,業務部門,staff,一般社員,medium,中頻度,True,C,C社,1,5,1,2,1,1,4,1,3,5,5,3,3,2,5,4,5,4,2,2,一部対応に遅れが見られることがあります。
956,239,2025-11-19 04:49:39,business,業務部門,staff,一般社員,medium,中頻度,True,D,D社,1,5,1,2,2,3,2,1,5,2,5,5,2,1,5,3,5,3,5,3,
957,240,2025-11-24 05:02:39,sales,営業部門,executive,役員,medium,中頻度,False,A,A社,5,1,5,1,4,1,4,3,3,2,3,3,5,2,1,1,3,5,2,3,
958,240,2025-10-29 02:52:39,sales,営業部門,executive,役員,medium,中頻度,False,B,B社,5,2,2,1,3,1,5,1,1,1,3,2,5,5,3,5,3,5,5,1,今後も継続して利用したいと思います。
959,240,2025-11-10 05:46:39,sales,営業部門,executive,役員,medium,中頻度,False,C,C社,3,4,3,4,4,4,5,3,2,2,1,1,1,4,4,1,4,2,4,4,
960,240,2025-10-25 23:16:39,sales,営業部門,executive,役員,medium,中頻度,False,D,D社,1,1,3,5,2,4,3,2,3,3,4,4,2,1,5,2,1,3,1,4,全体的に満足していますが、ドキュメントの質を向上してほしいです。
961,241,2025-10-29 05:05:39,sales,営業部門,executive,役員,medium,中頻度,False,A,A社,4,2,1,2,3,4,1,2,5,3,4,5,5,4,4,3,1,2,5,2,
962,241,2025-11-09 07:43:39,sales,営業部門,executive,役員,medium,中頻度,False,B,B社,2,2,5,4,3,1,3,5,5,2,4,2,4,4,1,4,3,2,4,1,
963,241,2025-10-29 09:11:39,sales,営業部門,executive,役員,medium,中頻度,False,C,C社,2,3,4,2,3,5,1,1,3,1,3,5,4,1,4,1,1,4,5,5,
964,241,2025-11-10 01:34:39,sales,営業部門,executive,役員,medium,中頻度,False,D,D社,5,3,2,5,3,4,3,3,4,3,1,3,5,1,1,4,5,1,4,4,
965,242,2025-11-23 08:34:39,it,IT部門,staff,一般社員,medium,中頻度,True,A,A社,3,1,1,2,4,4,3,2,3,2,2,2,1,2,2,4,1,3,4,2,
966,242,2025-10-30 05:53:39,it,IT部門,staff,一般社員,medium,中頻度,True,B,B社,2,3,3,3,3,1,5,5,5,4,1,4,4,3,3,3,4,1,4,5,コミュニケーションが取りやすく、信頼できるパートナーです。
967,242,2025-11-17 03:51:39,it,IT部門,staff,一般社員,medium,中頻度,True,C,C社,1,2,5,4,4,3,1,1,3,3,3,3,1,1,2,1,1,4,1,3,改善提案が的確で、ビジネスに貢献してくれています。
968,242,2025-11-04 08:07:39,it,IT部門,staff,一般社員,medium,中頻度,True,D,D社,5,3,5,1,3,3,2,1,1,5,1,2,3,3,1,3,1,1,5,1,
969,243,2025-11-10 07:45:39,sales,営業部門,manager,マネージャー,high,高頻度,False,A,A社,4,5,1,2,3,2,2,1,4,3,3,4,3,3,2,4,4,4,5,5,
970,243,2025-11-16 08:33:39,sales,営業部門,manager,マネージャー,high,高頻度,False,B,B社,5,3,4,4,2,3,3,2,3,2,5,3,1,3,1,1,4,5,5,4,
971,243,2025-11-08 23:37:39,sales,営業部門,manager,マネージャー,high,高頻度,False,C,C社,4,2,3,4,4,4,3,2,5,2,5,4,5,3,2,4,3,4,4,2,
972,243,2025-11-04 09:21:39,sales,営業部門,manager,マネージャー,high,高頻度,False,D,D社,5,1,1,2,4,5,5,1,3,2,2,2,3,1,1,4,4,3,2,2,
973,244,2025-11-07 08:33:39,it,IT部門,leader,リーダー,medium,中頻度,True,A,A社,5,4,4,1,5,2,1,2,3,1,5,3,3,4,3,1,3,5,2,1,
974,244,2025-11-19 09:15:39,it,IT部門,leader,リーダー,medium,中頻度,True,B,B社,5,3,5,1,2,5,3,1,2,1,2,1,4,1,3,5,5,2,5,3,
975,244,2025-11-13 06:30:39,it,IT部門,leader,リーダー,medium,中頻度,True,C,C社,4,2,2,2,4,5,2,4,3,4,4,5,5,1,3,3,2,3,2,4,
976,244,2025-11-24 10:04:39,it,IT部門,leader,リーダー,medium,中頻度,True,D,D社,4,4,3,4,2,4,1,2,1,4,3,1,1,5,1,2,1,3,2,3,
977,245,2025-11-18 08:50:39,business,業務部門,executive,役員,low,低頻度,True,A,A社,5,4,3,1,2,1,3,3,5,3,4,4,3,5,4,4,4,3,2,1,
978,245,2025-10-31 23:51:39,business,業務部門,executive,役員,low,低頻度,True,B,B社,2,5,4,2,2,1,1,2,2,2,4,2,5,2,2,3,1,1,4,1,
979,245,2025-11-09 01:47:39,business,業務部門,executive,役員,low,低頻度,True,C,C社,3,4,1,2,1,1,5,1,3,4,2,5,3,3,2,3,5,1,5,3,
980,245,2025-11-14 09:03:39,business,業務部門,executive,役員,low,低頻度,True,D,D社,3,2,5,2,4,3,2,3,4,2,3,2,4,3,2,1,2,2,5,5,
981,246,2025-11-20 05:23:39,business,業務部門,executive,役員,high,高頻度,False,A,A社,3,2,4,4,2,1,1,5,1,3,2,4,5,5,2,1,4,1,3,5,
982,246,2025-11-20 09:29:39,business,業務部門,executive,役員,high,高頻度,False,B,B社,4,3,2,1,1,4,2,3,1,1,1,2,2,4,3,1,3,3,3,1,技術的な知識が豊富で、安心して任せられます。
983,246,2025-10-26 08:58:39,business,業務部門,executive,役員,high,高頻度,False,C,C社,4,3,2,4,1,3,3,3,1,4,4,3,4,2,4,3,3,4,2,5,今後も継続して利用したいと思います。
984,246,2025-10-28 02:15:39,business,業務部門,executive,役員,high,高頻度,False,D,D社,2,3,2,3,3,1,4,2,2,5,3,3,1,4,2,1,4,2,5,5,技術的な知識が豊富で、安心して任せられます。
985,247,2025-11-08 04:40:39,logistics,物流部門,leader,リーダー,medium,中頻度,True,A,A社,3,4,4,1,3,5,1,3,3,5,4,4,5,5,4,2,4,2,2,2,
986,247,2025-10-29 05:58:39,logistics,物流部門,leader,リーダー,medium,中頻度,True,B,B社,3,4,5,4,4,4,2,3,1,5,1,2,3,4,1,3,5,3,4,3,
987,247,2025-10-31 05:46:39,logistics,物流部門,leader,リーダー,medium,中頻度,True,C,C社,5,5,3,1,3,4,1,1,3,5,1,4,5,3,1,1,2,5,5,2,
988,247,2025-11-18 09:12:39,logistics,物流部門,leader,リーダー,medium,中頻度,True,D,D社,4,3,1,3,4,2,3,2,4,5,3,5,1,5,2,4,4,1,4,2,コミュニケーションが取りやすく、信頼できるパートナーです。
989,248,2025-11-08 23:59:39,logistics,物流部門,executive,役員,low,低頻度,True,A,A社,3,1,3,5,1,4,3,1,3,5,3,2,5,4,5,3,3,5,4,1,
990,248,2025-10-29 07:27:39,logistics,物流部門,executive,役員,low,低頻度,True,B,B社,2,5,5,2,1,5,2,2,3,5,1,3,3,2,3,5,2,3,5,1,
991,248,2025-11-11 04:56:39,logistics,物流部門,executive,役員,low,低頻度,True,C,C社,2,1,3,4,4,4,5,5,3,4,4,1,4,2,2,5,4,5,2,1,
992,248,2025-11-09 07:38:39,logistics,物流部門,executive,役員,low,低頻度,True,D,D社,3,4,4,3,3,2,1,3,5,5,5,3,4,1,3,3,2,3,3,2,
993,249,2025-11-04 01:43:39,business,業務部門,leader,リーダー,medium,中頻度,True,A,A社,4,5,2,3,3,4,1,2,2,5,4,2,3,5,2,3,5,1,2,4,
994,249,2025-11-23 07:35:39,business,業務部門,leader,リーダー,medium,中頻度,True,B,B社,2,5,5,1,4,4,3,3,3,3,5,2,2,5,3,5,4,1,3,2,技術的な知識が豊富で、安心して任せられます。
995,249,2025-11-11 04:57:39,business,業務部門,leader,リーダー,medium,中頻度,True,C,C社,5,2,5,1,5,2,1,3,1,4,2,2,2,5,5,4,4,2,1,2,一部対応に遅れが見られることがあります。
996,249,2025-11-18 09:55:39,business,業務部門,leader,リーダー,medium,中頻度,True,D,D社,2,4,3,2,3,4,2,4,5,3,3,2,4,3,5,4,2,5,3,2,
997,250,2025-11-19 03:53:39,it,IT部門,leader,リーダー,low,低頻度,True,A,A社,1,4,4,1,2,3,4,1,3,2,1,5,1,3,1,4,4,5,5,5,
998,250,2025-11-09 02:29:39,it,IT部門,leader,リーダー,low,低頻度,True,B,B社,1,5,3,4,3,4,3,2,5,5,2,1,5,5,2,2,2,5,3,5,
999,250,2025-11-02 07:33:39,it,IT部門,leader,リーダー,low,低頻度,True,C,C社,4,4,3,4,5,1,4,5,2,1,4,3,3,4,5,2,2,5,1,1,今後も継続して利用したいと思います。
1000,250,2025-11-01 04:03:39,it,IT部門,leader,リーダー,low,低頻度,True,D,D社,3,5,5,4,1,1,1,4,5,5,5,5,1,3,5,4,4,4,3,2,
1001,251,2025-11-03 02:58:39,business,業務部門,leader,リーダー,medium,中頻度,False,A,A社,4,2,3,5,1,3,5,1,1,5,3,4,5,5,2,5,3,2,2,2,
1002,251,2025-11-16 06:34:39,business,業務部門,leader,リーダー,medium,中頻度,False,B,B社,4,5,2,4,1,4,2,5,3,3,5,2,4,3,2,2,5,2,3,1,技術的な知識が豊富で、安心して任せられます。
1003,251,2025-11-09 04:49:39,business,業務部門,leader,リーダー,medium,中頻度,False,C,C社,4,4,3,1,3,5,1,5,1,2,4,3,3,1,1,1,2,4,5,3,
1004,251,2025-11-23 03:32:39,business,業務部門,leader,リーダー,medium,中頻度,False,D,D社,4,4,2,1,1,4,2,3,4,3,4,4,1,2,5,2,3,5,5,4,
1005,252,2025-10-28 08:57:39,business,業務部門,staff,一般社員,medium,中頻度,True,A,A社,5,5,5,4,5,1,1,1,5,4,1,1,5,1,3,5,2,4,4,4,
1006,252,2025-11-11 06:11:39,business,業務部門,staff,一般社員,medium,中頻度,True,B,B社,5,5,4,3,5,2,1,4,5,2,2,3,4,5,2,5,3,5,2,3,今後も継続して利用したいと思います。
1007,252,2025-11-06 05:03:39,business,業務部門,staff,一般社員,medium,中頻度,True,C,C社,2,5,2,3,3,3,1,2,5,2,3,5,4,2,2,3,4,4,2,1,
1008,252,2025-11-19 01:32:39,business,業務部門,staff,一般社員,medium,中頻度,True,D,D社,1,3,4,3,2,2,3,2,2,2,1,4,5,4,2,5,5,2,3,3,技術的な知識が豊富で、安心して任せられます。
1009,253,2025-10-26 03:59:39,finance,経理財務部門,manager,マネージャー,high,高頻度,False,A,A社,4,4,4,2,3,5,4,4,1,3,5,3,2,5,2,4,3,4,3,4,
1010,253,2025-10-27 05:13:39,finance,経理財務部門,manager,マネージャー,high,高頻度,False,B,B社,2,4,2,5,1,4,5,3,4,5,2,5,2,4,5,5,1,3,5,3,
1011,253,2025-11-08 09:30:39,finance,経理財務部門,manager,マネージャー,high,高頻度,False,C,C社,1,3,5,4,3,5,4,3,2,5,3,2,5,4,3,2,2,5,4,2,
1012,253,2025-11-17 06:27:39,finance,経理財務部門,manager,マネージャー,high,高頻度,False,D,D社,3,5,1,2,5,2,4,5,2,5,5,3,5,3,1,2,3,4,1,5,
1013,254,2025-10-31 07:31:39,business,業務部門,manager,マネージャー,medium,中頻度,True,A,A社,5,2,4,3,3,4,2,1,3,5,3,2,5,3,4,2,5,5,3,2,もう少しコストを抑えられると助かります。
1014,254,2025-11-23 07:58:39,business,業務部門,manager,マネージャー,medium,中頻度,True,B,B社,1,5,4,4,3,5,3,5,4,5,3,4,4,2,5,5,5,1,2,4,もう少しコストを抑えられると助かります。
1015,254,2025-11-02 01:20:39,business,業務部門,manager,マネージャー,medium,中頻度,True,C,C社,3,5,5,2,2,1,3,2,5,4,2,4,3,2,5,4,5,5,3,5,
1016,254,2025-11-13 08:29:39,business,業務部門,manager,マネージャー,medium,中頻度,True,D,D社,1,3,5,1,5,1,1,4,5,1,5,4,4,3,4,4,3,4,4,5,
1017,255,2025-10-31 23:56:39,sales,営業部門,specialist,スペシャリスト,low,低頻度,True,A,A社,5,4,3,3,4,3,4,1,3,2,1,2,4,2,4,3,3,5,2,3,
1018,255,2025-11-22 07:28:39,sales,営業部門,specialist,スペシャリスト,low,低頻度,True,B,B社,5,5,5,2,4,1,5,4,5,1,1,2,2,1,2,1,4,3,4,2,技術的な知識が豊富で、安心して任せられます。
1019,255,2025-11-14 02:17:39,sales,営業部門,specialist,スペシャリスト,low,低頻度,True,C,C社,2,4,4,1,5,1,2,1,1,4,1,5,5,5,3,4,1,3,2,3,
1020,255,2025-10-28 05:35:39,sales,営業部門,specialist,スペシャリスト,low,低頻度,True,D,D社,4,1,2,3,4,2,3,2,5,5,3,3,4,1,5,2,3,4,3,4,
1021,256,2025-11-16 06:20:39,it,IT部門,staff,一般社員,low,低頻度,True,A,A社,1,4,1,5,1,1,1,2,1,4,4,5,4,5,5,3,4,4,4,5,一部対応に遅れが見られることがあります。
1022,256,2025-11-15 01:14:39,it,IT部門,staff,一般社員,low,低頻度,True,B,B社,1,2,3,3,4,1,5,1,3,4,2,2,5,3,1,4,2,5,5,3,全体的に満足していますが、ドキュメントの質を向上してほしいです。
1023,256,2025-11-24 08:13:39,it,IT部門,staff,一般社員,low,低頻度,True,C,C社,3,2,2,5,1,2,4,3,3,1,1,3,3,1,4,4,1,2,2,5,
1024,256,2025-10-30 05:55:39,it,IT部門,staff,一般社員,low,低頻度,True,D,D社,5,5,1,5,5,1,5,1,1,2,2,4,2,4,4,1,5,3,4,2,
1025,257,2025-11-23 06:44:39,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True,A,A社,1,4,1,5,4,1,3,2,5,3,3,5,1,1,5,1,1,3,4,4,
1026,257,2025-11-14 03:02:39,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True,B,B社,5,5,1,4,4,3,2,4,3,3,2,5,4,2,4,1,2,1,1,2,
1027,257,2025-11-24 03:34:39,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True,C,C社,1,3,2,4,1,1,4,5,3,2,1,5,3,1,2,4,3,1,1,3,
1028,257,2025-11-03 09:17:39,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True,D,D社,2,2,3,5,1,1,2,4,1,5,1,2,1,3,1,4,3,2,3,3,
1029,258,2025-11-23 00:55:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,A,A社,4,5,3,1,3,3,5,2,3,4,3,3,5,3,5,2,4,3,5,1,全体的に満足していますが、ドキュメントの質を向上してほしいです。
1030,258,2025-11-12 02:48:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,B,B社,1,3,1,5,2,2,5,4,5,5,3,4,1,2,1,5,3,4,5,2,一部対応に遅れが見られることがあります。
1031,258,2025-11-17 00:12:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,C,C社,5,5,2,2,4,1,1,3,3,4,5,2,5,5,2,1,3,3,4,4,今後も継続して利用したいと思います。
1032,258,2025-11-23 01:40:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,D,D社,2,4,1,5,2,5,4,3,1,3,3,4,3,2,1,2,1,4,4,5,
1033,259,2025-11-22 02:13:39,hr,人事部門,manager,マネージャー,high,高頻度,False,A,A社,1,4,5,4,2,2,5,1,5,2,4,1,1,5,4,2,2,4,4,1,
1034,259,2025-11-23 00:07:39,hr,人事部門,manager,マネージャー,high,高頻度,False,B,B社,3,4,3,4,4,2,3,4,4,1,4,1,2,3,5,3,5,2,2,4,全体的に満足していますが、ドキュメントの質を向上してほしいです。
1035,259,2025-11-06 06:25:39,hr,人事部門,manager,マネージャー,high,高頻度,False,C,C社,4,4,4,2,1,1,3,4,1,1,1,4,3,3,1,2,5,3,3,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。
1036,259,2025-11-23 04:10:39,hr,人事部門,manager,マネージャー,high,高頻度,False,D,D社,1,1,1,2,3,3,2,2,4,2,3,1,1,5,3,1,4,5,3,5,
1037,260,2025-10-25 23:33:39,it,IT部門,manager,マネージャー,medium,中頻度,True,A,A社,2,3,5,3,5,2,3,1,3,3,4,3,4,1,5,5,2,3,1,4,一部対応に遅れが見られることがあります。
1038,260,2025-11-12 08:20:39,it,IT部門,manager,マネージャー,medium,中頻度,True,B,B社,3,3,3,1,4,3,5,1,5,4,4,3,1,1,1,2,1,3,4,1,改善提案が的確で、ビジネスに貢献してくれています。
1039,260,2025-11-23 04:32:39,it,IT部門,manager,マネージャー,medium,中頻度,True,C,C社,2,4,2,1,4,5,3,4,3,1,5,2,1,2,5,4,5,1,4,5,
1040,260,2025-11-08 09:48:39,it,IT部門,manager,マネージャー,medium,中頻度,True,D,D社,2,1,3,1,5,3,4,5,5,3,3,4,2,3,1,4,4,2,2,2,
1041,261,2025-11-10 07:10:39,sales,営業部門,executive,役員,high,高頻度,True,A,A社,3,4,2,4,2,4,2,4,2,2,5,2,3,1,1,2,3,5,4,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
1042,261,2025-11-24 02:08:39,sales,営業部門,executive,役員,high,高頻度,True,B,B社,2,1,2,1,3,3,4,4,3,5,2,3,4,3,4,1,3,5,4,2,
1043,261,2025-11-10 06:31:39,sales,営業部門,executive,役員,high,高頻度,True,C,C社,3,4,1,3,2,2,5,4,3,3,5,3,3,2,1,5,1,5,3,3,技術的な知識が豊富で、安心して任せられます。
1044,261,2025-10-31 00:35:39,sales,営業部門,executive,役員,high,高頻度,True,D,D社,1,2,1,3,5,3,5,3,3,3,2,3,3,4,3,5,5,4,4,3,
1045,262,2025-10-30 06:55:39,it,IT部門,specialist,スペシャリスト,medium,中頻度,False,A,A社,3,2,3,1,5,3,3,1,1,5,2,5,4,3,4,1,3,2,2,2,コミュニケーションが取りやすく、信頼できるパートナーです。
1046,262,2025-11-02 01:14:39,it,IT部門,specialist,スペシャリスト,medium,中頻度,False,B,B社,3,5,5,2,3,4,1,3,5,3,3,1,4,4,3,4,4,1,2,4,
1047,262,2025-11-17 05:04:39,it,IT部門,specialist,スペシャリスト,medium,中頻度,False,C,C社,4,4,3,3,5,4,1,5,5,1,2,2,2,3,3,4,4,4,5,1,
1048,262,2025-11-03 08:57:39,it,IT部門,specialist,スペシャリスト,medium,中頻度,False,D,D社,3,3,4,2,5,1,5,2,5,1,2,2,5,5,2,3,5,5,5,3,
1049,263,2025-11-18 02:25:39,logistics,物流部門,staff,一般社員,medium,中頻度,True,A,A社,3,5,2,4,3,2,5,5,1,1,5,3,2,4,3,2,1,4,1,4,
1050,263,2025-11-13 10:11:39,logistics,物流部門,staff,一般社員,medium,中頻度,True,B,B社,1,2,2,3,4,1,2,1,5,3,3,5,4,5,1,2,4,4,2,5,
