respondent_id,department,department_ja,role,role_ja,usage_frequency,usage_frequency_ja,incident_experience
497,it,IT部門,specialist,スペシャリスト,low,低頻度,True
498,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,False
499,it,IT部門,staff,一般社員,medium,中頻度,True
500,logistics,物流部門,executive,役員,high,高頻度,False
501,business,業務部門,executive,役員,high,高頻度,True
502,hr,人事部門,specialist,スペシャリスト,low,低頻度,True
503,business,業務部門,manager,マネージャー,low,低頻度,True
504,hr,人事部門,staff,一般社員,low,低頻度,False
505,it,IT部門,staff,一般社員,high,高頻度,True
506,it,IT部門,manager,マネージャー,high,高頻度,True
507,hr,人事部門,staff,一般社員,high,高頻度,False
508,finance,経理財務部門,leader,リーダー,low,低頻度,True
509,finance,経理財務部門,staff,一般社員,low,低頻度,False
510,it,IT部門,staff,一般社員,high,高頻度,False
511,it,IT部門,staff,一般社員,low,低頻度,True
512,business,業務部門,executive,役員,high,高頻度,False
513,logistics,物流部門,leader,リーダー,high,高頻度,True
514,it,IT部門,staff,一般社員,high,高頻度,False
515,hr,人事部門,leader,リーダー,medium,中頻度,False
516,finance,経理財務部門,leader,リーダー,medium,中頻度,True
517,finance,経理財務部門,leader,リーダー,low,低頻度,False
518,business,業務部門,manager,マネージャー,medium,中頻度,False
519,finance,経理財務部門,staff,一般社員,high,高頻度,False
520,finance,経理財務部門,executive,役員,low,低頻度,False
521,logistics,物流部門,executive,役員,high,高頻度,False
522,sales,営業部門,executive,役員,high,高頻度,True
523,hr,人事部門,executive,役員,low,低頻度,False
524,logistics,物流部門,staff,一般社員,high,高頻度,True
525,sales,営業部門,executive,役員,medium,中頻度,False
526,finance,経理財務部門,leader,リーダー,low,低頻度,True
527,business,業務部門,manager,マネージャー,medium,中頻度,True
528,business,業務部門,specialist,スペシャリスト,medium,中頻度,False
529,finance,経理財務部門,executive,役員,low,低頻度,False
530,it,IT部門,specialist,スペシャリスト,high,高頻度,False
531,sales,営業部門,specialist,スペシャリスト,medium,中頻度,True
532,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,False
533,business,業務部門,leader,リーダー,medium,中頻度,True
534,business,業務部門,executive,役員,low,低頻度,True
535,sales,営業部門,staff,一般社員,high,高頻度,True
536,hr,人事部門,leader,リーダー,high,高頻度,False
537,finance,経理財務部門,staff,一般社員,low,低頻度,False
538,logistics,物流部門,executive,役員,low,低頻度,True
539,finance,経理財務部門,leader,リーダー,high,高頻度,True
540,hr,人事部門,specialist,スペシャリスト,low,低頻度,False
541,sales,営業部門,leader,リーダー,low,低頻度,True
542,sales,営業部門,leader,リーダー,low,低頻度,False
543,business,業務部門,executive,役員,high,高頻度,True
544,hr,人事部門,specialist,スペシャリスト,high,高頻度,False
545,sales,営業部門,specialist,スペシャリスト,medium,中頻度,True
546,it,IT部門,manager,マネージャー,high,高頻度,False
547,finance,経理財務部門,manager,マネージャー,high,高頻度,True
548,business,業務部門,staff,一般社員,medium,中頻度,False
549,logistics,物流部門,manager,マネージャー,medium,中頻度,False
550,hr,人事部門,executive,役員,high,高頻度,True
551,business,業務部門,leader,リーダー,low,低頻度,True
552,sales,営業部門,specialist,スペシャリスト,medium,中頻度,False
553,sales,営業部門,leader,リーダー,high,高頻度,True
554,logistics,物流部門,executive,役員,high,高頻度,False
555,logistics,物流部門,leader,リーダー,medium,中頻度,True
556,logistics,物流部門,specialist,スペシャリスト,low,低頻度,False
557,logistics,物流部門,manager,マネージャー,low,低頻度,False
558,logistics,物流部門,staff,一般社員,high,高頻度,False
559,it,IT部門,specialist,スペシャリスト,medium,中頻度,False
560,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,False
561,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False
562,business,業務部門,specialist,スペシャリスト,low,低頻度,True
563,logistics,物流部門,executive,役員,low,低頻度,True
564,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True
565,sales,営業部門,leader,リーダー,medium,中頻度,False
566,finance,経理財務部門,executive,役員,high,高頻度,False
567,logistics,物流部門,manager,マネージャー,low,低頻度,False
568,business,業務部門,leader,リーダー,medium,中頻度,False
569,logistics,物流部門,leader,リーダー,medium,中頻度,True
570,finance,経理財務部門,leader,リーダー,high,高頻度,True
571,sales,営業部門,leader,リーダー,high,高頻度,False
572,finance,経理財務部門,executive,役員,medium,中頻度,True
573,logistics,物流部門,manager,マネージャー,high,高頻度,True
574,hr,人事部門,manager,マネージャー,low,低頻度,False
575,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,True
576,hr,人事部門,staff,一般社員,low,低頻度,False
577,logistics,物流部門,executive,役員,medium,中頻度,True
578,finance,経理財務部門,manager,マネージャー,low,低頻度,False
579,sales,営業部門,executive,役員,high,高頻度,False
580,it,IT部門,executive,役員,high,高頻度,False
581,it,IT部門,specialist,スペシャリスト,low,低頻度,False
582,hr,人事部門,manager,マネージャー,medium,中頻度,True
583,logistics,物流部門,staff,一般社員,medium,中頻度,False
584,hr,人事部門,staff,一般社員,low,低頻度,False
585,logistics,物流部門,staff,一般社員,low,低頻度,False
586,logistics,物流部門,leader,リーダー,high,高頻度,True
587,it,IT部門,manager,マネージャー,high,高頻度,False
588,sales,営業部門,leader,リーダー,low,低頻度,True
589,sales,営業部門,leader,リーダー,low,低頻度,False
590,finance,経理財務部門,leader,リーダー,medium,中頻度,True
591,hr,人事部門,specialist,スペシャリスト,medium,中頻度,True
592,sales,営業部門,specialist,スペシャリスト,low,低頻度,False
593,business,業務部門,executive,役員,medium,中頻度,True
594,finance,経理財務部門,executive,役員,high,高頻度,False
595,finance,経理財務部門,manager,マネージャー,medium,中頻度,False
596,it,IT部門,manager,マネージャー,low,低頻度,False
597,hr,人事部門,specialist,スペシャリスト,high,高頻度,True
598,sales,営業部門,executive,役員,high,高頻度,True
599,sales,営業部門,executive,役員,high,高頻度,False
600,logistics,物流部門,leader,リーダー,medium,中頻度,False
601,finance,経理財務部門,staff,一般社員,medium,中頻度,True
602,hr,人事部門,staff,一般社員,high,高頻度,False
603,hr,人事部門,staff,一般社員,high,高頻度,False
604,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False
605,logistics,物流部門,staff,一般社員,medium,中頻度,True
606,it,IT部門,staff,一般社員,high,高頻度,True
607,sales,営業部門,leader,リーダー,medium,中頻度,True
608,hr,人事部門,manager,マネージャー,medium,中頻度,False
609,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False
610,it,IT部門,executive,役員,medium,中頻度,False
611,logistics,物流部門,leader,リーダー,low,低頻度,True
612,business,業務部門,staff,一般社員,low,低頻度,False
613,finance,経理財務部門,executive,役員,low,低頻度,False
614,sales,営業部門,leader,リーダー,high,高頻度,False
615,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False
616,logistics,物流部門,staff,一般社員,low,低頻度,True
617,sales,営業部門,specialist,スペシャリスト,medium,中頻度,True
618,finance,経理財務部門,leader,リーダー,low,低頻度,False
619,business,業務部門,executive,役員,high,高頻度,True
620,it,IT部門,manager,マネージャー,high,高頻度,True
621,logistics,物流部門,staff,一般社員,low,低頻度,False
622,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,False
623,it,IT部門,executive,役員,medium,中頻度,True
624,it,IT部門,executive,役員,medium,中頻度,False
625,it,IT部門,manager,マネージャー,high,高頻度,True
626,business,業務部門,leader,リーダー,medium,中頻度,False
627,business,業務部門,manager,マネージャー,low,低頻度,True
628,it,IT部門,manager,マネージャー,low,低頻度,False
629,hr,人事部門,leader,リーダー,low,低頻度,True
630,sales,営業部門,leader,リーダー,medium,中頻度,True
631,business,業務部門,leader,リーダー,low,低頻度,True
632,hr,人事部門,executive,役員,high,高頻度,False
633,hr,人事部門,executive,役員,low,低頻度,True
634,logistics,物流部門,staff,一般社員,medium,中頻度,True
635,sales,営業部門,staff,一般社員,medium,中頻度,False
636,it,IT部門,manager,マネージャー,low,低頻度,False
637,logistics,物流部門,manager,マネージャー,high,高頻度,True
638,logistics,物流部門,staff,一般社員,high,高頻度,True
639,hr,人事部門,specialist,スペシャリスト,high,高頻度,False
640,hr,人事部門,manager,マネージャー,medium,中頻度,False
641,hr,人事部門,specialist,スペシャリスト,high,高頻度,False
642,it,IT部門,specialist,スペシャリスト,medium,中頻度,False
643,it,IT部門,leader,リーダー,low,低頻度,False
644,logistics,物流部門,executive,役員,low,低頻度,True
645,logistics,物流部門,staff,一般社員,medium,中頻度,False
646,business,業務部門,executive,役員,medium,中頻度,True
647,business,業務部門,staff,一般社員,low,低頻度,True
648,hr,人事部門,executive,役員,low,低頻度,True
649,it,IT部門,staff,一般社員,medium,中頻度,False
650,it,IT部門,executive,役員,low,低頻度,True
651,logistics,物流部門,leader,リーダー,low,低頻度,True
652,sales,営業部門,specialist,スペシャリスト,high,高頻度,False
653,hr,人事部門,staff,一般社員,high,高頻度,True
654,business,業務部門,specialist,スペシャリスト,low,低頻度,True
655,sales,営業部門,staff,一般社員,low,低頻度,False
656,it,IT部門,staff,一般社員,high,高頻度,True
657,business,業務部門,leader,リーダー,low,低頻度,True
658,hr,人事部門,executive,役員,medium,中頻度,True
659,it,IT部門,staff,一般社員,low,低頻度,False
660,hr,人事部門,executive,役員,low,低頻度,False
661,logistics,物流部門,leader,リーダー,medium,中頻度,False
662,sales,営業部門,manager,マネージャー,high,高頻度,True
663,sales,営業部門,specialist,スペシャリスト,low,低頻度,True
664,sales,営業部門,staff,一般社員,high,高頻度,False
665,finance,経理財務部門,leader,リーダー,high,高頻度,True
666,hr,人事部門,executive,役員,low,低頻度,True
667,sales,営業部門,staff,一般社員,low,低頻度,False
668,logistics,物流部門,executive,役員,high,高頻度,False
669,sales,営業部門,manager,マネージャー,low,低頻度,True
670,hr,人事部門,staff,一般社員,low,低頻度,True
671,sales,営業部門,specialist,スペシャリスト,high,高頻度,True
672,hr,人事部門,staff,一般社員,high,高頻度,False
673,it,IT部門,specialist,スペシャリスト,medium,中頻度,False
674,logistics,物流部門,executive,役員,low,低頻度,False
675,hr,人事部門,staff,一般社員,medium,中頻度,False
676,hr,人事部門,leader,リーダー,high,高頻度,True
677,finance,経理財務部門,leader,リーダー,low,低頻度,False
678,it,IT部門,manager,マネージャー,high,高頻度,False
679,logistics,物流部門,leader,リーダー,low,低頻度,False
680,finance,経理財務部門,manager,マネージャー,low,低頻度,False
681,sales,営業部門,executive,役員,medium,中頻度,False
682,hr,人事部門,specialist,スペシャリスト,high,高頻度,True
683,logistics,物流部門,executive,役員,low,低頻度,True
684,it,IT部門,specialist,スペシャリスト,medium,中頻度,False
685,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True
686,hr,人事部門,manager,マネージャー,medium,中頻度,False
687,business,業務部門,leader,リーダー,high,高頻度,False
688,logistics,物流部門,leader,リーダー,low,低頻度,True
689,finance,経理財務部門,manager,マネージャー,medium,中頻度,True
690,it,IT部門,manager,マネージャー,medium,中頻度,False
691,finance,経理財務部門,executive,役員,low,低頻度,False
692,finance,経理財務部門,manager,マネージャー,high,高頻度,False
693,finance,経理財務部門,leader,リーダー,low,低頻度,True
694,sales,営業部門,manager,マネージャー,medium,中頻度,False
695,business,業務部門,manager,マネージャー,low,低頻度,False
696,it,IT部門,specialist,スペシャリスト,medium,中頻度,False
697,it,IT部門,manager,マネージャー,low,低頻度,True
698,it,IT部門,executive,役員,high,高頻度,False
699,hr,人事部門,manager,マネージャー,medium,中頻度,False
700,logistics,物流部門,staff,一般社員,medium,中頻度,True
701,it,IT部門,staff,一般社員,high,高頻度,False
702,logistics,物流部門,specialist,スペシャリスト,low,低頻度,False
703,it,IT部門,specialist,スペシャリスト,high,高頻度,True
704,business,業務部門,staff,一般社員,low,低頻度,False
705,hr,人事部門,specialist,スペシャリスト,high,高頻度,True
706,hr,人事部門,specialist,スペシャリスト,high,高頻度,True
707,finance,経理財務部門,leader,リーダー,medium,中頻度,False
708,sales,営業部門,leader,リーダー,medium,中頻度,False
709,hr,人事部門,manager,マネージャー,low,低頻度,False
710,hr,人事部門,staff,一般社員,high,高頻度,False
711,business,業務部門,executive,役員,low,低頻度,True
712,it,IT部門,staff,一般社員,high,高頻度,False
713,hr,人事部門,staff,一般社員,high,高頻度,True
714,hr,人事部門,leader,リーダー,medium,中頻度,False
715,sales,営業部門,leader,リーダー,high,高頻度,False
716,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False
717,business,業務部門,executive,役員,medium,中頻度,True
718,sales,営業部門,leader,リーダー,high,高頻度,False
719,hr,人事部門,specialist,スペシャリスト,high,高頻度,False
720,hr,人事部門,executive,役員,low,低頻度,False
721,business,業務部門,leader,リーダー,low,低頻度,False
722,finance,経理財務部門,staff,一般社員,low,低頻度,True
723,finance,経理財務部門,staff,一般社員,medium,中頻度,False
724,hr,人事部門,executive,役員,medium,中頻度,True
725,hr,人事部門,executive,役員,medium,中頻度,True
726,sales,営業部門,leader,リーダー,medium,中頻度,True
727,logistics,物流部門,leader,リーダー,medium,中頻度,True
728,logistics,物流部門,executive,役員,medium,中頻度,True
729,sales,営業部門,executive,役員,high,高頻度,True
730,sales,営業部門,specialist,スペシャリスト,low,低頻度,False
731,it,IT部門,specialist,スペシャリスト,low,低頻度,True
732,hr,人事部門,specialist,スペシャリスト,low,低頻度,True
733,it,IT部門,staff,一般社員,high,高頻度,True
734,finance,経理財務部門,staff,一般社員,low,低頻度,False
735,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False
736,hr,人事部門,specialist,スペシャリスト,high,高頻度,True
737,business,業務部門,executive,役員,high,高頻度,False
738,hr,人事部門,staff,一般社員,low,低頻度,True
739,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,True
740,logistics,物流部門,manager,マネージャー,low,低頻度,False
741,logistics,物流部門,leader,リーダー,high,高頻度,True
742,hr,人事部門,specialist,スペシャリスト,low,低頻度,False
743,logistics,物流部門,staff,一般社員,high,高頻度,False
744,it,IT部門,specialist,スペシャリスト,high,高頻度,True
745,hr,人事部門,manager,マネージャー,high,高頻度,True
746,it,IT部門,executive,役員,medium,中頻度,False
747,sales,営業部門,staff,一般社員,medium,中頻度,True
748,sales,営業部門,executive,役員,low,低頻度,True
749,business,業務部門,leader,リーダー,low,低頻度,True
750,hr,人事部門,executive,役員,low,低頻度,False
751,sales,営業部門,specialist,スペシャリスト,medium,中頻度,False
752,sales,営業部門,manager,マネージャー,low,低頻度,True
753,logistics,物流部門,executive,役員,medium,中頻度,False
754,business,業務部門,manager,マネージャー,high,高頻度,False
755,business,業務部門,staff,一般社員,high,高頻度,False
756,logistics,物流部門,staff,一般社員,medium,中頻度,False
757,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False
758,it,IT部門,specialist,スペシャリスト,high,高頻度,True
759,hr,人事部門,specialist,スペシャリスト,medium,中頻度,True
760,it,IT部門,manager,マネージャー,high,高頻度,True
761,business,業務部門,leader,リーダー,low,低頻度,False
762,finance,経理財務部門,leader,リーダー,high,高頻度,False
763,hr,人事部門,leader,リーダー,high,高頻度,True
764,finance,経理財務部門,staff,一般社員,low,低頻度,False
765,it,IT部門,staff,一般社員,medium,中頻度,True
766,hr,人事部門,leader,リーダー,low,低頻度,True
767,finance,経理財務部門,specialist,スペシャリスト,high,高頻度,True
768,finance,経理財務部門,executive,役員,high,高頻度,False
769,hr,人事部門,leader,リーダー,high,高頻度,False
770,finance,経理財務部門,executive,役員,high,高頻度,True
771,hr,人事部門,leader,リーダー,high,高頻度,True
772,finance,経理財務部門,executive,役員,low,低頻度,True
773,business,業務部門,specialist,スペシャリスト,high,高頻度,True
774,hr,人事部門,staff,一般社員,medium,中頻度,False
775,business,業務部門,leader,リーダー,low,低頻度,False
776,logistics,物流部門,leader,リーダー,low,低頻度,True
777,sales,営業部門,specialist,スペシャリスト,low,低頻度,True
778,business,業務部門,manager,マネージャー,high,高頻度,False
779,finance,経理財務部門,leader,リーダー,high,高頻度,False
780,it,IT部門,executive,役員,low,低頻度,True
781,logistics,物流部門,specialist,スペシャリスト,high,高頻度,True
782,business,業務部門,manager,マネージャー,medium,中頻度,True
783,logistics,物流部門,leader,リーダー,medium,中頻度,False
784,business,業務部門,leader,リーダー,high,高頻度,False
785,business,業務部門,staff,一般社員,low,低頻度,False
786,it,IT部門,manager,マネージャー,high,高頻度,True
787,it,IT部門,specialist,スペシャリスト,high,高頻度,True
788,business,業務部門,executive,役員,high,高頻度,False
789,sales,営業部門,leader,リーダー,low,低頻度,False
790,it,IT部門,specialist,スペシャリスト,medium,中頻度,True
791,it,IT部門,staff,一般社員,high,高頻度,False
792,it,IT部門,leader,リーダー,low,低頻度,False
793,hr,人事部門,manager,マネージャー,low,低頻度,True
794,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False
795,business,業務部門,executive,役員,low,低頻度,True
796,sales,営業部門,staff,一般社員,low,低頻度,True
797,it,IT部門,specialist,スペシャリスト,low,低頻度,True
798,hr,人事部門,leader,リーダー,medium,中頻度,True
799,logistics,物流部門,executive,役員,high,高頻度,True
800,finance,経理財務部門,leader,リーダー,medium,中頻度,True
801,finance,経理財務部門,leader,リーダー,high,高頻度,True
802,it,IT部門,manager,マネージャー,low,低頻度,False
803,sales,営業部門,manager,マネージャー,low,低頻度,True
804,sales,営業部門,leader,リーダー,high,高頻度,True
805,logistics,物流部門,staff,一般社員,medium,中頻度,False
806,logistics,物流部門,manager,マネージャー,medium,中頻度,False
807,business,業務部門,manager,マネージャー,medium,中頻度,False
808,it,IT部門,manager,マネージャー,high,高頻度,True
809,finance,経理財務部門,manager,マネージャー,low,低頻度,False
810,business,業務部門,executive,役員,low,低頻度,True
811,sales,営業部門,leader,リーダー,low,低頻度,True
812,business,業務部門,executive,役員,high,高頻度,True
813,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True
814,sales,営業部門,specialist,スペシャリスト,low,低頻度,False
815,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False
816,hr,人事部門,executive,役員,low,低頻度,True
817,hr,人事部門,leader,リーダー,medium,中頻度,True
818,logistics,物流部門,specialist,スペシャリスト,high,高頻度,True
819,it,IT部門,manager,マネージャー,medium,中頻度,False
820,business,業務部門,specialist,スペシャリスト,low,低頻度,True
821,sales,営業部門,staff,一般社員,low,低頻度,True
822,logistics,物流部門,manager,マネージャー,medium,中頻度,False
823,logistics,物流部門,manager,マネージャー,low,低頻度,False
824,it,IT部門,manager,マネージャー,medium,中頻度,True
825,business,業務部門,specialist,スペシャリスト,low,低頻度,False
826,logistics,物流部門,manager,マネージャー,medium,中頻度,False
827,finance,経理財務部門,staff,一般社員,medium,中頻度,True
828,logistics,物流部門,executive,役員,high,高頻度,False
829,sales,営業部門,staff,一般社員,medium,中頻度,True
830,business,業務部門,leader,リーダー,medium,中頻度,False
831,sales,営業部門,manager,マネージャー,high,高頻度,True
832,business,業務部門,staff,一般社員,low,低頻度,True
833,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,True
834,sales,営業部門,leader,リーダー,high,高頻度,False
835,hr,人事部門,staff,一般社員,high,高頻度,True
836,logistics,物流部門,manager,マネージャー,medium,中頻度,False
837,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True
838,business,業務部門,manager,マネージャー,high,高頻度,True
839,sales,営業部門,leader,リーダー,medium,中頻度,False
840,logistics,物流部門,staff,一般社員,high,高頻度,True
841,finance,経理財務部門,manager,マネージャー,low,低頻度,True
842,business,業務部門,leader,リーダー,medium,中頻度,False
843,hr,人事部門,specialist,スペシャリスト,medium,中頻度,True
844,hr,人事部門,staff,一般社員,low,低頻度,True
845,business,業務部門,staff,一般社員,low,低頻度,True
846,hr,人事部門,leader,リーダー,high,高頻度,True
847,finance,経理財務部門,staff,一般社員,medium,中頻度,False
848,logistics,物流部門,specialist,スペシャリスト,high,高頻度,False
849,hr,人事部門,specialist,スペシャリスト,medium,中頻度,True
850,logistics,物流部門,staff,一般社員,high,高頻度,False
851,it,IT部門,manager,マネージャー,medium,中頻度,True
852,hr,人事部門,manager,マネージャー,low,低頻度,False
853,it,IT部門,specialist,スペシャリスト,high,高頻度,True
854,logistics,物流部門,manager,マネージャー,medium,中頻度,True
855,sales,営業部門,leader,リーダー,medium,中頻度,True
856,logistics,物流部門,executive,役員,high,高頻度,True
857,finance,経理財務部門,staff,一般社員,low,低頻度,True
858,sales,営業部門,leader,リーダー,low,低頻度,True
859,sales,営業部門,specialist,スペシャリスト,high,高頻度,False
860,hr,人事部門,executive,役員,high,高頻度,True
861,hr,人事部門,specialist,スペシャリスト,medium,中頻度,False
862,hr,人事部門,executive,役員,medium,中頻度,True
863,logistics,物流部門,leader,リーダー,low,低頻度,False
864,sales,営業部門,executive,役員,low,低頻度,False
865,finance,経理財務部門,manager,マネージャー,low,低頻度,False
866,finance,経理財務部門,leader,リーダー,high,高頻度,True
867,it,IT部門,staff,一般社員,high,高頻度,True
868,business,業務部門,specialist,スペシャリスト,high,高頻度,False
869,finance,経理財務部門,manager,マネージャー,low,低頻度,True
870,hr,人事部門,staff,一般社員,low,低頻度,False
871,it,IT部門,executive,役員,low,低頻度,True
872,hr,人事部門,manager,マネージャー,low,低頻度,False
873,sales,営業部門,staff,一般社員,high,高頻度,False
874,sales,営業部門,leader,リーダー,medium,中頻度,True
875,logistics,物流部門,executive,役員,high,高頻度,False
876,hr,人事部門,staff,一般社員,medium,中頻度,True
877,finance,経理財務部門,executive,役員,medium,中頻度,False
878,business,業務部門,staff,一般社員,high,高頻度,False
879,hr,人事部門,specialist,スペシャリスト,high,高頻度,True
880,finance,経理財務部門,leader,リーダー,high,高頻度,True
881,it,IT部門,manager,マネージャー,low,低頻度,True
882,hr,人事部門,staff,一般社員,high,高頻度,False
883,it,IT部門,executive,役員,low,低頻度,True
884,finance,経理財務部門,leader,リーダー,medium,中頻度,False
885,finance,経理財務部門,manager,マネージャー,high,高頻度,False
886,finance,経理財務部門,executive,役員,low,低頻度,True
887,finance,経理財務部門,leader,リーダー,low,低頻度,True
888,sales,営業部門,executive,役員,low,低頻度,False
889,logistics,物流部門,leader,リーダー,high,高頻度,False
890,finance,経理財務部門,manager,マネージャー,medium,中頻度,True
891,sales,営業部門,manager,マネージャー,high,高頻度,True
892,business,業務部門,executive,役員,low,低頻度,True
893,sales,営業部門,leader,リーダー,medium,中頻度,True
894,it,IT部門,staff,一般社員,medium,中頻度,True
895,business,業務部門,manager,マネージャー,medium,中頻度,False
896,it,IT部門,staff,一般社員,medium,中頻度,False
897,logistics,物流部門,staff,一般社員,low,低頻度,False
898,hr,人事部門,specialist,スペシャリスト,low,低頻度,False
899,hr,人事部門,executive,役員,medium,中頻度,True
900,sales,営業部門,executive,役員,medium,中頻度,True
901,it,IT部門,executive,役員,medium,中頻度,True
902,logistics,物流部門,leader,リーダー,medium,中頻度,False
903,hr,人事部門,manager,マネージャー,low,低頻度,False
904,logistics,物流部門,manager,マネージャー,medium,中頻度,True
905,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,True
906,hr,人事部門,specialist,スペシャリスト,high,高頻度,False
907,hr,人事部門,specialist,スペシャリスト,low,低頻度,False
908,business,業務部門,staff,一般社員,medium,中頻度,True
909,business,業務部門,executive,役員,medium,中頻度,True
910,finance,経理財務部門,leader,リーダー,high,高頻度,False
911,it,IT部門,manager,マネージャー,medium,中頻度,True
912,hr,人事部門,leader,リーダー,medium,中頻度,True
913,logistics,物流部門,executive,役員,medium,中頻度,True
914,it,IT部門,executive,役員,high,高頻度,False
915,finance,経理財務部門,manager,マネージャー,low,低頻度,False
916,logistics,物流部門,staff,一般社員,high,高頻度,False
917,sales,営業部門,specialist,スペシャリスト,low,低頻度,False
918,finance,経理財務部門,staff,一般社員,high,高頻度,False
919,hr,人事部門,executive,役員,high,高頻度,False
920,sales,営業部門,executive,役員,medium,中頻度,False
921,sales,営業部門,staff,一般社員,low,低頻度,True
922,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True
923,hr,人事部門,specialist,スペシャリスト,low,低頻度,True
924,logistics,物流部門,executive,役員,low,低頻度,True
925,sales,営業部門,specialist,スペシャリスト,medium,中頻度,True
926,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,True
927,finance,経理財務部門,manager,マネージャー,high,高頻度,True
928,logistics,物流部門,manager,マネージャー,high,高頻度,False
929,hr,人事部門,leader,リーダー,medium,中頻度,False
930,finance,経理財務部門,staff,一般社員,high,高頻度,True
931,finance,経理財務部門,executive,役員,medium,中頻度,True
932,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,False
933,it,IT部門,leader,リーダー,high,高頻度,True
934,business,業務部門,manager,マネージャー,medium,中頻度,True
935,logistics,物流部門,specialist,スペシャリスト,low,低頻度,False
936,it,IT部門,staff,一般社員,low,低頻度,True
937,finance,経理財務部門,manager,マネージャー,low,低頻度,False
938,business,業務部門,executive,役員,medium,中頻度,True
939,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,False
940,sales,営業部門,leader,リーダー,medium,中頻度,False
941,logistics,物流部門,executive,役員,low,低頻度,False
942,it,IT部門,specialist,スペシャリスト,low,低頻度,True
943,it,IT部門,specialist,スペシャリスト,low,低頻度,False
944,it,IT部門,specialist,スペシャリスト,medium,中頻度,True
945,logistics,物流部門,specialist,スペシャリスト,medium,中頻度,True
946,hr,人事部門,specialist,スペシャリスト,high,高頻度,True
947,finance,経理財務部門,executive,役員,low,低頻度,True
948,logistics,物流部門,staff,一般社員,medium,中頻度,False
949,sales,営業部門,staff,一般社員,high,高頻度,False
950,sales,営業部門,executive,役員,high,高頻度,True
951,sales,営業部門,staff,一般社員,low,低頻度,True
952,finance,経理財務部門,leader,リーダー,low,低頻度,False
953,business,業務部門,leader,リーダー,medium,中頻度,True
954,it,IT部門,executive,役員,high,高頻度,False
955,finance,経理財務部門,leader,リーダー,low,低頻度,True
956,it,IT部門,executive,役員,low,低頻度,True
957,finance,経理財務部門,leader,リーダー,high,高頻度,False
958,it,IT部門,manager,マネージャー,low,低頻度,True
959,finance,経理財務部門,executive,役員,high,高頻度,False
960,business,業務部門,specialist,スペシャリスト,high,高頻度,True
961,logistics,物流部門,leader,リーダー,low,低頻度,True
962,sales,営業部門,manager,マネージャー,high,高頻度,True
963,it,IT部門,executive,役員,high,高頻度,False
964,finance,経理財務部門,leader,リーダー,medium,中頻度,True
965,business,業務部門,specialist,スペシャリスト,high,高頻度,True
966,business,業務部門,leader,リーダー,low,低頻度,True
967,sales,営業部門,manager,マネージャー,high,高頻度,True
968,finance,経理財務部門,staff,一般社員,high,高頻度,False
969,logistics,物流部門,staff,一般社員,low,低頻度,False
970,it,IT部門,manager,マネージャー,high,高頻度,True
971,logistics,物流部門,manager,マネージャー,high,高頻度,False
972,hr,人事部門,executive,役員,high,高頻度,True
973,business,業務部門,staff,一般社員,low,低頻度,True
974,business,業務部門,executive,役員,medium,中頻度,True
975,sales,営業部門,leader,リーダー,medium,中頻度,False
976,finance,経理財務部門,manager,マネージャー,high,高頻度,False
977,hr,人事部門,executive,役員,low,低頻度,False
978,hr,人事部門,manager,マネージャー,low,低頻度,False
979,hr,人事部門,executive,役員,low,低頻度,False
980,finance,経理財務部門,leader,リーダー,low,低頻度,False
981,it,IT部門,leader,リーダー,medium,中頻度,False
982,business,業務部門,specialist,スペシャリスト,low,低頻度,False
983,finance,経理財務部門,staff,一般社員,medium,中頻度,False
984,hr,人事部門,specialist,スペシャリスト,high,高頻度,True
985,business,業務部門,staff,一般社員,high,高頻度,False
986,business,業務部門,leader,リーダー,low,低頻度,False
987,hr,人事部門,executive,役員,low,低頻度,False
988,hr,人事部門,manager,マネージャー,medium,中頻度,False
989,business,業務部門,leader,リーダー,high,高頻度,False
990,sales,営業部門,leader,リーダー,high,高頻度,False
991,logistics,物流部門,executive,役員,low,低頻度,False
992,logistics,物流部門,leader,リーダー,low,低頻度,False
